University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://system.suny.edu/university-life/counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Binghamton University,https://www.binghamton.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,1,['https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php'],329,70.49,5.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014,0.726,0.065,[-1],1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Brockport,https://www.brockport.edu/life/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Buffalo State,https://weigel.buffalostate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,1,['https://www2.cortland.edu/offices/student-health-service/about-us/'],683,62.5,7.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.556,0.157,[-1],1,"['https://www2.cortland.edu/offices/student-health-service', 'https://www2.cortland.edu/offices/student-health-service/about-us']",1
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Geneseo,https://www.geneseo.edu/health,1,['https://www.geneseo.edu/health/contraceptive_options'],3250,71.03,7.37,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.067,0.541,0.138,"['Thu, 16 Jul 2020 07:59:51 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/contraceptive_options']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,1,['https://www.potsdam.edu/studentlife/wellness/healthservices/services'],589,58.47,8.35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.632,0.191,"['Thu, 16 Jul 2020 16:42:34 GMT']",1,"['https://www.potsdam.edu/studentlife/wellness/healthservices', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services']",1
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,7,"['https://healthservices.appstate.edu/pagesmith/163', 'https://healthservices.appstate.edu/files/filecabinet/folder14/Depo_Provera_student_information_12_9_15.pdf', 'https://healthservices.appstate.edu/womenshealth', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/pagesmith/112']",2535,80.34,4.87,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.051,0.551,0.154,"[-1, -1, 'Wed, 09 Dec 2015 16:05:51 GMT', -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1]",1,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/112']",1
East Carolina University,https://studenthealth.ecu.edu,3,"['https://studenthealth.ecu.edu/reproductive/', 'https://studenthealth.ecu.edu/general-medical/']",4484,69.09,7.78,15,2,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,8,0.056,0.598,0.189,[],-1,[],1
Elizabeth City State University,http://www.ecsu.edu/current-students/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fayetteville State University,https://www.uncfsu.edu/faculty-and-staff/divisions-departments-and-offices/division-of-student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina A & T State University,https://www.ncat.edu/campus-life/student-affairs/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,1,['https://healthandcounseling.unca.edu/health-services/contraception/'],505,59.3,8.62,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.045,0.613,0.131,[-1],1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/contraception/']",1
University of North Carolina at Chapel Hill,https://campushealth.unc.edu,11,"['https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant/pre-insertion-instructions', 'https://campushealth.unc.edu/sites/campushealth.unc.edu/files/documents/IUD2019.pdf', 'https://campushealth.unc.edu/', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/options-emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/pill-patch-and-ring']",12773,71.38,6.73,85,40,0,13,1,4,4,5,5,3,0,0,4,1,4,0,0,0,1,0.124,0.595,0.121,"['Thu, 16 Jul 2020 16:42:51 GMT', 'Thu, 16 Jul 2020 16:42:53 GMT', 'Fri, 11 Jan 2019 18:58:40 GMT', 'Tue, 17 Sep 2019 21:05:38 GMT', 'Thu, 16 Jul 2020 16:41:17 GMT', 'Tue, 17 Sep 2019 20:39:21 GMT', 'Thu, 16 Jul 2020 16:42:56 GMT', 'Thu, 16 Jul 2020 16:42:57 GMT', 'Thu, 16 Jul 2020 16:42:59 GMT', 'Thu, 16 Jul 2020 16:43:00 GMT', 'Mon, 03 Feb 2020 17:23:49 GMT']",0,['https://campushealth.unc.edu'],1
University of North Carolina at Charlotte,https://studenthealth.uncc.edu,2,['https://studenthealth.uncc.edu/general-information/costs-charges'],893,78.82,5.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.003,0.82,0.076,"['Thu, 16 Jul 2020 15:35:22 GMT', 'Wed, 14 Aug 2019 11:38:57 GMT']",1,"['https://studenthealth.uncc.edu', 'https://studenthealth.uncc.edu/general-information/costs-charges']",1
University of North Carolina at Greensboro,https://shs.uncg.edu,2,"['https://shs.uncg.edu/contraception-birth-control-methods', 'https://shs.uncg.edu/womens-clinic']",1453,71.19,7.09,19,7,0,0,0,2,3,0,0,0,0,0,2,0,3,0,0,0,2,0.101,0.566,0.127,"[-1, -1]",2,"['https://shs.uncg.edu', 'https://shs.uncg.edu/massage', 'https://shs.uncg.edu/womens-clinic']",1
North Carolina Central University,https://www.nccu.edu/life-nc-central/health-and-well-being/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina State University at Raleigh,https://healthypack.dasa.ncsu.edu,7,"['https://healthypack.dasa.ncsu.edu/care-provided/womens-health/contraception/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/', 'https://healthypack.dasa.ncsu.edu/wp-content/uploads/sites/15/2018/08/2018-2019-Charge-List.pdf', 'https://healthypack.dasa.ncsu.edu/appointments/']",3565,69.42,7.3,38,12,0,5,0,1,1,1,0,0,0,0,2,4,4,0,0,0,8,0.095,0.543,0.198,"[-1, 'Thu, 01 Feb 2018 20:21:44 GMT', -1, 'Wed, 02 Jan 2019 15:49:36 GMT', 'Mon, 13 Aug 2018 12:42:41 GMT', -1, 'Mon, 22 Jul 2019 15:31:00 GMT']",1,"['https://healthypack.dasa.ncsu.edu', 'https://healthypack.dasa.ncsu.edu/appointments/']",1
University of North Carolina Wilmington,https://uncw.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Pembroke,https://www.uncp.edu/campus-life/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winston Salem State University,https://www.wssu.edu/student-life/university-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Carolina University,https://www.wcu.edu/experience/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dickinson State University,https://www.dickinsonstate.edu/student-services/student-resource-and-opportunity-soar-center/health-wellness-and-safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mayville State University,https://mayvillestate.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minot State University,https://www.minotstateu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Dakota,https://und.edu/student-life/student-health,2,['https://und.edu/student-life/student-health/'],1141,80.96,4.09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027,0.645,0.214,"[-1, 'Wed, 05 Feb 2020 01:24:28 GMT']",0,['https://und.edu/student-life/student-health'],1
North Dakota State University Main Campus,https://www.ndsu.edu/studenthealthservice,1,['https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/'],817,52.69,10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.604,0.08,[-1],3,"['https://www.ndsu.edu/studenthealthservice', 'https://www.ndsu.edu/studenthealthservice/about/', 'https://www.ndsu.edu/studenthealthservice/staff/', 'https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/']",1
Valley City State University,https://www.vcsu.edu/student-life/counseling-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Akron Main Campus,https://www.uakron.edu/healthservices,2,"['https://www.uakron.edu/healthservices/applicable-fees.dot', 'https://www.uakron.edu/healthservices/well-womens-clinic.dot']",1008,78.43,5.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.023,0.568,0.286,"[-1, -1]",1,"['https://www.uakron.edu/healthservices', 'https://www.uakron.edu/healthservices/applicable-fees.dot']",1
Central State University,https://studentlife.centralstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Cincinnati Main Campus,https://med2.uc.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cleveland State University,https://www.csuohio.edu/health/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Salem,https://www.kent.edu/uhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Kent,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Miami University Oxford,https://miamioh.edu/student-life/student-health-service,1,['https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html'],423,53.77,8.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0.458,0.215,[-1],6,"['https://miamioh.edu/student-life/student-health-service', 'https://miamioh.edu/student-life/student-health-service/student-insurance/index.html', 'https://miamioh.edu/student-life/student-health-service/about/meet-the-clinicians/index.html', 'https://miamioh.edu/student-life/student-health-service/about/FAQ/index.html', 'https://miamioh.edu/student-life/student-health-service/medical-records/index.html', 'https://miamioh.edu/student-life/student-health-service/services/immunizations/index.html', 'https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html']",1
Ohio State University Lima Campus,https://lima.osu.edu/current-students/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ohio State University Mansfield Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],577,61.36,7.55,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.106,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio State University Main Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],577,61.36,7.55,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.106,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio University Main Campus,https://www.ohio.edu/student-insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shawnee State University,https://www.shawnee.edu/campus-life/student-health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Toledo,https://www.utoledo.edu/healthservices/hsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Main Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Lake Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Youngstown State University,https://ysu.edu/wick-primary-care-ysu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cameron University,https://www.cameron.edu/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Oklahoma,https://www.uco.edu/offices/wellness/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Central University,https://www.ecok.edu/current-students/student-services/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Langston University,https://www.langston.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northeastern State University,https://offices.nsuok.edu/studentaffairs/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern Oklahoma State University,https://www.nwosu.edu/student-services/jr-holder-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oklahoma State University Main Campus,https://uhs.okstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Oklahoma Norman Campus,https://www.ou.edu/healthservices,3,"['https://www.ou.edu/healthservices/medical-services/womenscenter', 'https://www.ou.edu/healthservices/patient-education---brochures', 'http://www.ou.edu/healthservices/medical-services.html']",1500,64.84,7.97,16,6,0,1,1,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0.046,0.681,0.072,"[-1, -1, -1]",1,"['https://www.ou.edu/healthservices', 'https://www.ou.edu/healthservices/patient-education---brochures.html']",1
Oklahoma State University Institute of Technology,https://osuit.edu/student-union/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rogers State University,https://www.rsu.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Science and Arts of Oklahoma,https://usao.edu/student-life/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Oklahoma State University,https://www.se.edu/student-wellness/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southwestern Oklahoma State University,https://www.swosu.edu/about/conference-centers-facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Oregon University,https://www.eou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oregon Institute of Technology,https://www.oit.edu/campus-life/student-health,1,['https://www.oit.edu/campus-life/student-health/medical-clinic'],1228,54.66,10.53,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055,0.495,0.327,[-1],1,"['https://www.oit.edu/campus-life/student-health', 'https://www.oit.edu/campus-life/student-health/medical-clinic']",1
Oregon State University,https://studenthealth.oregonstate.edu,9,"['https://studenthealth.oregonstate.edu/ccare2017', 'https://studenthealth.oregonstate.edu/health-promotion/sexual-health/contraception/hormonal-methods', 'https://studenthealth.oregonstate.edu/clinical-services/oregon-contraceptive-care', 'https://studenthealth.oregonstate.edu/book/export/html/277', 'https://studenthealth.oregonstate.edu/sexual-and-reproductive-health/intimate-exams', 'http://studenthealth.oregonstate.edu/files/main/docs/pacific_source_bklt.pdf']",6673,75.73,5.91,42,16,0,13,0,2,1,1,0,0,0,0,6,0,1,0,0,0,2,0.091,0.527,0.062,"['Thu, 16 Jul 2020 16:45:36 GMT', 'Thu, 16 Jul 2020 16:45:37 GMT', 'Thu, 16 Jul 2020 16:45:38 GMT', 'Thu, 16 Jul 2020 14:25:48 GMT', 'Mon, 13 Jan 2014 15:48:56 GMT', 'Thu, 16 Jul 2020 16:45:39 GMT', 'Thu, 04 Jan 2018 23:10:18 GMT', -1, 'Fri, 05 May 2017 08:23:18 GMT']",2,"['https://studenthealth.oregonstate.edu', 'https://studenthealth.oregonstate.edu/forms', 'https://studenthealth.oregonstate.edu/sites/studenthealth.oregonstate.edu/files/vet_med_health_history_form_2017.docx']",1
University of Oregon,https://health.uoregon.edu,5,"['https://health.uoregon.edu/faqs', 'https://health.uoregon.edu/files/NUR-142_Pre-travel_Worksheet_2017.pdf', 'https://health.uoregon.edu/sensitive-exam', 'https://health.uoregon.edu/birthcontrol']",11638,69.23,7.49,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.068,0.516,0.062,"['Thu, 16 Jul 2020 16:32:02 GMT', 'Wed, 28 Nov 2018 23:15:07 GMT', 'Thu, 01 Jun 2017 23:13:30 GMT', 'Thu, 16 Jul 2020 16:45:45 GMT', 'Thu, 16 Jul 2020 16:45:46 GMT']",1,"['https://health.uoregon.edu', 'https://health.uoregon.edu/faqs']",1
Portland State University,https://www.pdx.edu/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern Oregon University,https://inside.sou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Oregon University,https://wou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Bloomsburg University of Pennsylvania,https://intranet.bloomu.edu/health,2,"['https://intranet.bloomu.edu/health/sexual_health', 'https://intranet.bloomu.edu/health/services']",741,68.83,6.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02,0.756,0.073,"['Thu, 16 Jul 2020 16:46:48 GMT', 'Thu, 16 Jul 2020 16:34:15 GMT']",1,"['https://intranet.bloomu.edu/health', 'https://intranet.bloomu.edu/health/services']",1
California University of Pennsylvania,https://www.calu.edu/student-life,1,['https://www.calu.edu/student-life/health-wellness.aspx'],1569,65.02,6.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,0.678,0.1,[-1],1,"['https://www.calu.edu/student-life', 'https://www.calu.edu/student-life/health-wellness.aspx']",1
Cheyney University of Pennsylvania,https://cheyney.edu/campus-experience/holistic-student-support/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Clarion University of Pennsylvania,https://www.clarion.edu/student-life/health-fitness-and-wellness/health-care-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Stroudsburg University of Pennsylvania,https://www.esu.edu/health-and-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Edinboro University of Pennsylvania,https://www.edinboro.edu/directory/offices-services/ghering/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University of Pennsylvania Main Campus,https://www.iup.edu/healthservice,2,"['https://www.iup.edu/healthservice/services/gynecological-services/', 'https://www.iup.edu/healthservice/services/faq/']",1993,65.19,9.34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.027,0.852,0.018,"[-1, -1]",1,"['https://www.iup.edu/healthservice', 'https://www.iup.edu/healthservice/services/faq/']",1
Kutztown University of Pennsylvania,https://www.kutztown.edu/about-ku/our-campus/maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lincoln University,https://www.lincolnu.edu/web/thompkins-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lock Haven University,https://www.lockhaven.edu/healthservices,1,['https://www.lockhaven.edu/healthservices/faq.html'],1170,105.12,0.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.021,0.65,0.149,[-1],1,"['https://www.lockhaven.edu/healthservices', 'https://www.lockhaven.edu/healthservices/faq.html']",1
Mansfield University of Pennsylvania,https://www.mansfield.edu/residence-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Millersville University of Pennsylvania,https://www.millersville.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Erie Behrend College,https://behrend.psu.edu/student-life/student-services/health,3,"['https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/iud', 'https://behrend.psu.edu/student-life/student-services/health/services/contraceptive-services/birth-control-pill', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services']",2864,75.63,5.7,16,11,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.103,0.598,0.069,"['Thu, 16 Jul 2020 05:20:39 GMT', 'Thu, 16 Jul 2020 02:59:03 GMT', 'Wed, 15 Jul 2020 21:00:12 GMT']",2,"['https://behrend.psu.edu/student-life/student-services/health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/womens-health', 'https://behrend.psu.edu/student-life/student-services/health/health-services/contraceptive-and-pregnancy-services']",1
Pennsylvania State University Penn State New Kensington,https://newkensington.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Wilkes Barre,https://wilkesbarre.psu.edu/story/9971/2020/02/27/travelers-urged-take-precautions-during-spring-break-trips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Worthington Scranton,https://scranton.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Lehigh Valley,https://lehighvalley.psu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Altoona,https://altoona.psu.edu/offices-divisions/student-affairs/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Beaver,https://beaver.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Berks,https://berks.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Harrisburg,https://harrisburg.psu.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Brandywine,https://www.brandywine.psu.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State DuBois,https://dubois.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Fayette  Eberly,https://fayette.psu.edu/student-success-center/career-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Hazleton,https://hazleton.psu.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Main Campus,https://studentaffairs.psu.edu/health,8,"['https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/depo-provera', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/mini-pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/womens-health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/pill', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources/nuvaring', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/x-rayultrasound', 'https://studentaffairs.psu.edu/health-wellness/medical-services/services/medical-services/lgbtq-health']",9679,70.99,6.67,40,3,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0.089,0.572,0.134,[],1,"['https://studentaffairs.psu.edu/health', 'https://studentaffairs.psu.edu/health-wellness/medical-services/health-information-resources']",1
Pennsylvania State University Penn State Greater Allegheny,https://greaterallegheny.psu.edu/student-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Mont Alto,https://montalto.psu.edu/story/8236/2016/08/19/new-students-those-university-housing-must-submit-immunization-records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Abington,https://www.abington.psu.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State Schuylkill,https://schuylkill.psu.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Pennsylvania State University Penn State York,https://york.psu.edu/story/7456/2016/08/19/new-students-those-university-housing-must-submit-immunization-records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Bradford,https://www.upb.pitt.edu/life-at-pitt-bradford/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Greensburg,https://www.greensburg.pitt.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Johnstown,https://www.johnstown.pitt.edu/health-and-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Pittsburgh Pittsburgh Campus,https://www.studentaffairs.pitt.edu/shs,4,"['https://www.studentaffairs.pitt.edu/shs/medical/womens/', 'https://www.studentaffairs.pitt.edu/shs/online-portal-services/op-schedule-appointment/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/', 'https://www.studentaffairs.pitt.edu/shs/lgbtqia/trans/']",5738,74.76,5.4,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.056,0.656,0.086,"[-1, -1, -1, -1]",2,"['https://www.studentaffairs.pitt.edu/shs', 'https://www.studentaffairs.pitt.edu/shs/immunization/', 'https://www.studentaffairs.pitt.edu/shs/immunization/ongoing-healthcare/']",1
