University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,hormonal_iud_coverage,copper_iud_coverage,contraceptive_implant_coverage,contraceptive_injection_coverage,hormonal_iud_keyword_count,copper_iud_keyword_count,contraceptive_implant_keyword_count,contraceptive_injection_keyword_count,prevalence_metric,coverage_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non-Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo-Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Nebraska Lincoln,https://health.unl.edu,6,"['https://health.unl.edu/iud', 'https://health.unl.edu/nexplanon', 'https://health.unl.edu/gynecological-services', 'https://health.unl.edu/freeorfee', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf']",4993,75.11,5.84,1,0,1,1,2,0,15,1,18,2,15,0,0,0,1,1,0,0,0,0,0,0,0,15,0,0,0,1,0.083,0.675,0.056,"['Mon, 17 Aug 2020 04:02:30 GMT', 'Sun, 16 Aug 2020 17:32:53 GMT', 'Sun, 16 Aug 2020 04:15:59 GMT', 'Sun, 16 Aug 2020 14:43:40 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1]",1,"['https://health.unl.edu', 'https://health.unl.edu/womens-health']",1
Peru State College,https://www.peru.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wayne State College,https://health.wayne.edu,6,"['http://health.wayne.edu/birth-control/', 'http://health.wayne.edu/sp_faq/whats-effective-birth-control/', 'https://health.wayne.edu/faq/']",9321,76.04,6.1,1,0,1,1,2,0,1,2,5,2,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.142,0.493,0.24,"[-1, 'Wed, 24 Apr 2019 13:55:05 GMT', -1, 'Wed, 20 May 2020 15:51:13 GMT', 'Sat, 04 Feb 2017 17:13:30 GMT', -1]",1,"['https://health.wayne.edu', 'https://health.wayne.edu/faq/']",1
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Nevada Reno,https://med.unr.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire Main Campus,https://www.unh.edu/health,6,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/PDF/WellnessCalendars/wellness-calendar-november-2019.pdf', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/PDF/Annual_Reports/HSAnnualReport13InteractiveFINAL.pdf']",2428,60.68,8.12,0,0,1,1,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.043,0.567,0.176,"[-1, -1, 'Fri, 21 Feb 2020 20:31:42 GMT', -1, 'Mon, 13 Jul 2020 17:35:32 GMT', -1]",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy-radiology-laboratory']",1
Keene State College,https://www.keene.edu/office/chw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Hampshire at Manchester,https://www.unh.edu/health,6,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/PDF/WellnessCalendars/wellness-calendar-november-2019.pdf', 'https://www.unh.edu/health/sites/unh.edu.health-services/files/media/PDF/Annual_Reports/HSAnnualReport13InteractiveFINAL.pdf']",2428,60.68,8.12,0,0,1,1,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.043,0.567,0.176,"[-1, -1, 'Fri, 21 Feb 2020 20:31:42 GMT', -1, 'Mon, 13 Jul 2020 17:35:32 GMT', -1]",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy-radiology-laboratory']",1
Plymouth State University,https://campus.plymouth.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],694,64.93,9.04,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056,0.528,0.211,"['Wed, 12 Aug 2020 18:03:42 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,2,"['https://www.montclair.edu/university-health-center/frequently-asked-questions/', 'https://www.montclair.edu/university-health-center/services/payment/']",4180,74.72,6.16,0,0,1,1,0,0,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.074,0.61,0.181,"[-1, -1]",1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/services/payment/']",1
New Jersey Institute of Technology,https://www.njit.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ramapo College of New Jersey,https://www.ramapo.edu/health,5,"['https://www.ramapo.edu/health/self-care/section-iii/birth/', 'https://www.ramapo.edu/health/self-care/section-i/vaginal-problems/', 'https://www.ramapo.edu/health/womens-clinic/']",5482,80.74,5.42,1,0,0,1,3,0,0,1,4,2,16,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.156,0.594,-0.003,"['Wed, 27 May 2015 16:48:16 GMT', -1, -1, 'Thu, 18 Jul 2013 16:44:56 GMT', -1]",1,"['https://www.ramapo.edu/health', 'https://www.ramapo.edu/health/womens-clinic/']",1
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rutgers University New Brunswick,http://health.rutgers.edu,2,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/']",2225,72.3,6.89,1,0,1,1,7,0,1,2,10,2,7,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.04,0.484,0.177,"[-1, -1]",2,"['http://health.rutgers.edu', 'http://health.rutgers.edu/education/medical-information/', 'http://health.rutgers.edu/education/medical-information/birth-control/']",1
Rutgers University Newark,http://health.newark.rutgers.edu,1,['http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms'],365,84.81,4.69,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.611,0.261,[-1],2,"['http://health.newark.rutgers.edu', 'http://health.newark.rutgers.edu/news', 'http://health.newark.rutgers.edu/news/more-effective-contraception-than-pills-or-condoms']",1
Stockton University,https://stockton.edu/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The College of New Jersey,https://health.tcnj.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Mexico Main Campus,http://shac.unm.edu,3,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html']",969,8.21,21,1,1,1,1,2,1,1,3,7,3,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0.056,0.564,0.291,"['Sun, 16 Aug 2020 04:45:17 GMT', 'Sun, 16 Aug 2020 04:45:12 GMT', 'Sun, 16 Aug 2020 04:47:58 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/services/sexual-reproductive-health/contraception.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,1,['https://wellness.nmsu.edu/reproductive-sexual-health/'],411,60.38,8.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0.543,0.15,[-1],1,"['https://wellness.nmsu.edu', 'https://wellness.nmsu.edu/reproductive-sexual-health/']",1
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.gc.cuny.edu/Prospective-Current-Students/Student-Life/Health-Wellness/Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Hunter College,http://www.hunter.cuny.edu/cws/healthservices/welcome-to-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,1,['https://www.lehman.edu/student-health-center/women-health-services.php'],1027,85.21,4.04,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.024,0.631,0.018,-1,1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/women-health-services.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,http://www.citytech.cuny.edu/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/studentlife/services/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://www.delhi.edu/campus-life/health-counseling,1,['https://www.delhi.edu/campus-life/health-counseling/womens-health/index.php'],492,72.46,5.91,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.024,0.381,0.33,[-1],1,"['https://www.delhi.edu/campus-life/health-counseling', 'https://www.delhi.edu/campus-life/health-counseling/womens-health/index.php']",1
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Binghamton University,https://www.binghamton.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,1,['https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php'],329,70.49,5.61,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014,0.726,0.065,[-1],1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Brockport,https://www.brockport.edu/life/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Buffalo State,https://weigel.buffalostate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,1,['https://www2.cortland.edu/offices/student-health-service/about-us/'],672,62.06,7.25,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.018,0.599,0.193,[-1],1,"['https://www2.cortland.edu/offices/student-health-service', 'https://www2.cortland.edu/offices/student-health-service/about-us']",1
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Geneseo,https://www.geneseo.edu/health,1,['https://www.geneseo.edu/health/contraceptive_options'],3258,71.25,7.28,1,0,0,1,2,0,0,14,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.071,0.541,0.138,"['Sun, 16 Aug 2020 21:48:26 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/contraceptive_options']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,8,"['https://healthservices.appstate.edu/pagesmith/163', 'http://healthservices.appstate.edu/files/filecabinet/folder14/Depo_Provera_Student_Information_Sheet.pdf', 'https://healthservices.appstate.edu/womenshealth', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/pagesmith/137']",2473,80.84,4.87,1,0,0,1,1,0,0,15,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.049,0.58,0.145,"[-1, -1, -1, 'Wed, 09 Dec 2015 16:05:51 GMT', -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1]",2,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/112', 'https://healthservices.appstate.edu/pagesmith/163']",1
East Carolina University,https://studenthealth.ecu.edu,3,"['https://studenthealth.ecu.edu/reproductive/', 'https://studenthealth.ecu.edu/general-medical/']",4482,69.09,7.78,1,1,1,1,2,1,2,8,13,3,2,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,8,0.056,0.598,0.189,-1,-1,[],1
Elizabeth City State University,http://www.ecsu.edu/current-students/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fayetteville State University,https://www.uncfsu.edu/faculty-and-staff/divisions-departments-and-offices/division-of-student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina A & T State University,https://www.ncat.edu/campus-life/student-affairs/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,1,['https://healthandcounseling.unca.edu/health-services/contraception/'],505,59.3,8.62,0,0,1,1,0,0,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0.045,0.613,0.131,[-1],1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/contraception/']",1
University of North Carolina at Chapel Hill,https://campushealth.unc.edu,12,"['https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant/pre-insertion-instructions', 'https://campushealth.unc.edu/sites/campushealth.unc.edu/files/documents/IUD2019.pdf', 'https://campushealth.unc.edu/', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/pill-patch-and-ring', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/options-emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception']",15152,71.26,6.87,1,1,1,1,32,7,5,1,45,3,42,0,13,1,4,4,5,5,3,0,0,4,1,4,0,0,0,1,0.116,0.599,0.123,"['Mon, 17 Aug 2020 08:24:19 GMT', 'Mon, 17 Aug 2020 08:24:21 GMT', 'Fri, 11 Jan 2019 18:58:40 GMT', 'Tue, 17 Sep 2019 21:05:38 GMT', 'Mon, 17 Aug 2020 08:19:16 GMT', 'Tue, 17 Sep 2019 20:39:21 GMT', 'Mon, 17 Aug 2020 08:24:23 GMT', 'Mon, 17 Aug 2020 08:24:25 GMT', 'Mon, 17 Aug 2020 08:24:27 GMT', 'Mon, 17 Aug 2020 08:24:28 GMT', 'Mon, 17 Aug 2020 08:24:30 GMT', 'Mon, 03 Feb 2020 17:23:49 GMT']",0,['https://campushealth.unc.edu'],1
University of North Carolina at Charlotte,https://studenthealth.uncc.edu,2,['https://studenthealth.uncc.edu/payments'],1010,77.73,5.28,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.003,0.75,0.067,-1,1,"['https://studenthealth.uncc.edu', 'https://studenthealth.uncc.edu/payments']",1
University of North Carolina at Greensboro,https://shs.uncg.edu,3,"['https://shs.uncg.edu/contraception-birth-control-methods', 'https://shs.uncg.edu/womens-clinic', 'https://shs.uncg.edu/womens-health']",1905,72.89,6.69,1,1,1,1,5,2,4,2,13,3,6,0,0,0,2,3,0,0,0,0,0,2,0,4,0,0,0,2,0.08,0.599,0.175,"[-1, -1, -1]",2,"['https://shs.uncg.edu', 'https://shs.uncg.edu/massage', 'https://shs.uncg.edu/womens-clinic']",1
North Carolina Central University,https://www.nccu.edu/life-nc-central/health-and-well-being/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina State University at Raleigh,https://healthypack.dasa.ncsu.edu,7,"['https://healthypack.dasa.ncsu.edu/care-provided/womens-health/contraception/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/', 'https://healthypack.dasa.ncsu.edu/wp-content/uploads/sites/15/2018/08/2018-2019-Charge-List.pdf', 'https://healthypack.dasa.ncsu.edu/appointments/']",3568,69,7.4,1,1,1,1,9,2,10,8,29,3,12,0,6,0,1,1,1,0,0,0,0,2,5,5,0,0,0,8,0.097,0.536,0.206,"[-1, 'Thu, 01 Feb 2018 20:21:44 GMT', -1, 'Wed, 02 Jan 2019 15:49:36 GMT', 'Mon, 13 Aug 2018 12:42:41 GMT', -1, 'Mon, 22 Jul 2019 15:31:00 GMT']",1,"['https://healthypack.dasa.ncsu.edu', 'https://healthypack.dasa.ncsu.edu/appointments/']",1
University of North Carolina Wilmington,https://uncw.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Pembroke,https://www.uncp.edu/campus-life/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winston Salem State University,https://www.wssu.edu/student-life/university-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Carolina University,https://www.wcu.edu/experience/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dickinson State University,https://www.dickinsonstate.edu/student-services/student-resource-and-opportunity-soar-center/health-wellness-and-safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mayville State University,https://mayvillestate.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minot State University,https://www.minotstateu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Dakota,https://und.edu/student-life/student-health,2,['https://und.edu/student-life/student-health/'],1125,77.44,4.65,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.027,0.661,0.227,"[-1, 'Tue, 21 Jul 2020 02:28:14 GMT']",0,['https://und.edu/student-life/student-health'],1
North Dakota State University Main Campus,https://www.ndsu.edu/studenthealthservice,2,"['https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/sexually_transmitted_diseases_stds/']",1548,66.62,8.09,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.436,0.184,"[-1, -1]",3,"['https://www.ndsu.edu/studenthealthservice', 'https://www.ndsu.edu/studenthealthservice/about/', 'https://www.ndsu.edu/studenthealthservice/staff/', 'https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/']",1
Valley City State University,https://www.vcsu.edu/student-life/counseling-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Akron Main Campus,https://www.uakron.edu/healthservices,2,"['https://www.uakron.edu/healthservices/well-womens-clinic.dot', 'https://www.uakron.edu/healthservices/applicable-fees.dot']",1008,78.43,5.7,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.023,0.568,0.286,"[-1, -1]",1,"['https://www.uakron.edu/healthservices', 'https://www.uakron.edu/healthservices/applicable-fees.dot']",1
Central State University,https://www.centralstate.edu/current/health/old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Cincinnati Main Campus,https://med2.uc.edu/uhs,1,['https://med2.uc.edu/uhs/clinics/womenshealth'],3486,72.61,6.6,0,0,1,1,0,0,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.101,0.671,0.105,[-1],1,"['https://med2.uc.edu/uhs', 'https://med2.uc.edu/uhs/clinics/womenshealth']",1
Cleveland State University,https://www.csuohio.edu/health/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Salem,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Kent,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Miami University Oxford,https://miamioh.edu/student-life/student-health-service,1,['https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html'],422,53.77,8.13,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0.458,0.215,[-1],6,"['https://miamioh.edu/student-life/student-health-service', 'https://miamioh.edu/student-life/student-health-service/student-insurance/index.html', 'https://miamioh.edu/student-life/student-health-service/about/meet-the-clinicians/index.html', 'https://miamioh.edu/student-life/student-health-service/about/FAQ/index.html', 'https://miamioh.edu/student-life/student-health-service/medical-records/index.html', 'https://miamioh.edu/student-life/student-health-service/services/immunizations/index.html', 'https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html']",1
Ohio State University Lima Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],581,61.16,7.53,0,0,1,1,0,0,1,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.102,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio State University Mansfield Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],581,61.16,7.53,0,0,1,1,0,0,1,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.102,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio State University Main Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],581,61.16,7.53,0,0,1,1,0,0,1,4,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.102,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio University Main Campus,https://www.ohio.edu/student-insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shawnee State University,https://www.shawnee.edu/campus-life/student-health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
