University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Francis Marion University,https://www.fmarion.edu/studentservices,1,['https://www.fmarion.edu/studentservices/'],7246,69.59,6.91,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.029,0.569,0.11,[-1],0,['https://www.fmarion.edu/studentservices'],1
Lander University,https://www.lander.edu/student-life/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Aiken,https://www.usca.edu/student-health-center,1,['https://www.usca.edu/student-health-center/services/sexual-health-services'],675,67.85,7.87,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.039,0.275,0.32,"['Thu, 16 Jul 2020 22:05:59 GMT']",1,"['https://www.usca.edu/student-health-center', 'https://www.usca.edu/student-health-center/services/sexual-health-services']",1
University of South Carolina Columbia,https://sc.edu/about/offices_and_divisions/student_health_services,11,"['https://www.sc.edu/about/offices_and_divisions/student_health_services/medical-services/womens-health/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/wellness-presentations/index.php', 'https://web.qa.sc.edu/about/offices_and_divisions/student_health_services/documents/guide-to-student-health-services-2020.pdf', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/pharmacy/index.php', 'https://www.sc.edu/about/offices_and_divisions/student_health_services/insurance-payments/understanding-health-insurance/index.php', 'https://sc.edu/about/offices_and_divisions/student_health_services/insurance-payments/student-health-fee/index.php']",7415,76.46,5.21,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,4,0.042,0.526,0.156,"[-1, -1, 'Wed, 27 May 2020 13:41:46 GMT', -1, 'Wed, 17 Jun 2020 22:33:01 GMT', -1, -1, 'Wed, 27 May 2020 13:39:00 GMT', -1, -1, 'Wed, 27 May 2020 13:41:54 GMT']",1,"['https://sc.edu/about/offices_and_divisions/student_health_services', 'https://sc.edu/about/offices_and_divisions/student_health_services/wellness-prevention/sexual-health/index.php']",1
Coastal Carolina University,https://www.coastal.edu/health,1,['https://www.coastal.edu/health/services/womenshealth/'],585,71.65,6.52,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0.07,0.559,0.084,[-1],2,"['https://www.coastal.edu/health', 'https://www.coastal.edu/health/services/', 'https://www.coastal.edu/health/services/womenshealth/']",1
South Carolina State University,https://www.scsu.edu/studentaffairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Carolina Upstate,https://www.uscupstate.edu/campus-life/health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winthrop University,https://www.winthrop.edu/hcs,8,"['https://www.winthrop.edu/hcs/mens-and-womens-health.aspx', 'https://www.winthrop.edu/hcs/health-information.aspx', 'https://www.winthrop.edu/hcs/well-woman-exam-class.aspx', 'https://www.winthrop.edu/hcs/cs-off-campus-resources.aspx', 'https://www.winthrop.edu/hcs/cs-faculty-staff-referral-how-to.aspx', 'https://www.winthrop.edu/hcs/sexually-transmitted-infections-stis.aspx', 'https://www.winthrop.edu/hcs/cs-dont-cancel-that-class.aspx', 'https://www.winthrop.edu/hcs/contraception-information.aspx']",8262,57.19,8.12,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0.043,0.609,0.116,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.winthrop.edu/hcs', 'https://www.winthrop.edu/hcs/mens-and-womens-health.aspx']",1
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,1,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1328,65.21,7.58,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.025,0.561,0.086,[-1],0,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/wellness-center/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,2,['https://www.memphis.edu/health/familyplanning.php'],690,70.52,5.93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.567,0.1,"[-1, 'Wed, 18 Mar 2020 21:46:02 GMT']",1,"['https://www.memphis.edu/health', 'https://www.memphis.edu/health/familyplanning.php']",1
Middle Tennessee State University,https://www.mtsu.edu/healthservices,8,"['https://www.mtsu.edu/healthservices/women/birth-control.php', 'https://www.mtsu.edu/healthservices/women/index.php', 'https://www.mtsu.edu/healthservices/outpatient.php', 'https://www.mtsu.edu/healthservices/women/exam.php', 'https://www.mtsu.edu/healthservices/PDFs/FeeSchedule.pdf', 'https://www.mtsu.edu/healthservices/std.php', 'https://www.mtsu.edu/healthservices/faq.php']",4403,83.54,4.27,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,14,1,5,4,0.035,0.568,0.171,"[-1, -1, -1, -1, 'Wed, 29 Aug 2018 20:07:41 GMT', 'Mon, 22 Apr 2019 12:37:06 GMT', -1, -1]",1,"['https://www.mtsu.edu/healthservices', 'https://www.mtsu.edu/healthservices/faq.php']",1
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,8,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php', 'https://www.utm.edu/departments/shcs/cdc/hpv.php', 'https://www.utm.edu/departments/shcs/cdc/bactv.php', 'https://www.utm.edu/departments/shcs/cdc/syphilis.php', 'https://www.utm.edu/departments/shcs/cdc/herpes.php', 'https://www.utm.edu/departments/shcs/cdc/chlamydia.php']",3571,51.99,11.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.043,0.592,0.224,"[-1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT', -1, -1, -1, -1, -1]",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,3,"['https://www.tntech.edu/healthservices/faqs.php', 'https://www.tntech.edu/healthservices/services.php']",1812,73.18,5.26,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0.033,0.679,0.113,"[-1, 'Wed, 25 Mar 2020 20:08:10 GMT', -1]",1,"['https://www.tntech.edu/healthservices', 'https://www.tntech.edu/healthservices/faqs.php']",1
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,1,['https://healthcenter.tamucc.edu/Health%20Center%20Services/womens-services.html'],302,46,10.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.596,0.292,"['Mon, 13 Jul 2020 07:15:18 GMT']",1,"['https://healthcenter.tamucc.edu', 'https://healthcenter.tamucc.edu/sun-safety.mov']",1
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,https://www.tamuc.edu/campusLife/campusServices/studentHealthServices,3,"['https://www.tamuc.edu/campusLife/CampusServices/studentHealthServices/student-health-101.aspx', 'https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices/Documents/common-lab-testing.aspx', 'https://www.tamuc.edu/campuslife/campusservices/studentHealthServices/studentHealthServicesUsage/studentGuidelines.aspx']",1939,60.32,9.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.016,0.795,-0.01,"[-1, -1, -1]",-1,[],1
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,2,"['https://www.uhcl.edu/student-affairs/health-wellness/health-services/', 'https://www.uhcl.edu/student-affairs/health-wellness/health-services/services']",2070,66.33,6.62,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.707,0.099,"[-1, -1]",0,['https://www.uhcl.edu/student-affairs/health-wellness/health-services'],1
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,3,"['https://www.uhd.edu/student-life/health/Pages/health-students.aspx', 'https://www.uhd.edu/student-life/health/Pages/default.aspx', 'https://www.uhd.edu/student-life/health/Pages/resources.aspx']",2960,71.51,10.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.596,-0.205,"[-1, -1, -1]",-1,[],1
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M International University,https://www.tamiu.edu/health,2,['https://www.tamiu.edu/health/services.shtml'],522,53.55,8.65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.012,0.642,0.163,"[-1, 'Thu, 16 Jul 2020 07:00:27 GMT']",1,"['https://www.tamiu.edu/health', 'https://www.tamiu.edu/health/services.shtml']",1
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,12,"['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/health-and-wellness-faq', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education-programming', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/condom-club', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/take-precautions-against-zika-virus-when-traveling', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/coronavirus-appointment-updates', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/meadows-center-health-resources', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/dont-forget-these-important-items-for-move-in', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/what-to-bring-to-college', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/administrative/health-center-pricing']",11652,68.17,7.78,134,32,8,0,0,0,2,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,44,22,0.048,0.577,0.101,"['Thu, 16 Jul 2020 20:03:02 GMT', 'Thu, 16 Jul 2020 21:48:57 GMT', 'Thu, 16 Jul 2020 19:53:22 GMT', 'Thu, 16 Jul 2020 19:53:23 GMT', 'Thu, 16 Jul 2020 19:53:23 GMT', 'Thu, 16 Jul 2020 21:35:29 GMT', 'Thu, 16 Jul 2020 19:53:24 GMT', 'Thu, 16 Jul 2020 21:55:43 GMT', 'Thu, 16 Jul 2020 21:31:42 GMT', 'Thu, 16 Jul 2020 20:58:42 GMT', 'Thu, 16 Jul 2020 19:53:25 GMT', 'Thu, 16 Jul 2020 20:38:05 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/coronavirus-appointment-updates']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,3,"['https://www.utrgv.edu/health-services/womens-wellness/index.htm', 'https://www.utrgv.edu/health-services/womens-wellness/womens-wellness-faqs/index.htm', 'https://www.utrgv.edu/health-services/services/index.htm']",1682,52.47,10.18,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0.047,0.514,0.221,"['Thu, 12 Sep 2019 14:48:31 GMT', 'Thu, 12 Sep 2019 14:48:32 GMT', 'Thu, 12 Sep 2019 14:48:33 GMT']",1,"['https://www.utrgv.edu/health-services', 'https://www.utrgv.edu/health-services/services/index.htm']",1
Prairie View A & M University,https://www.pvamu.edu/healthservices,5,"['https://www.pvamu.edu/healthservices/student-counseling-services/relationship-sexual-violence-program/sexual-assault-section/facts-about-sa/', 'https://www.pvamu.edu/healthservices/2019/05/06/panthers-promoting-healthy-decisions/', 'https://www.pvamu.edu/healthservices/student-counseling-services/relationship-sexual-violence-program/sexual-assault-section/know-the-signs/', 'https://www.pvamu.edu/healthservices/', 'https://www.pvamu.edu/healthservices/health-education/']",4406,70.38,7.81,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.009,0.441,0.28,"[-1, -1, -1, -1, -1]",0,['https://www.pvamu.edu/healthservices'],1
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,5,"['https://www.shsu.edu/dept/student-health-center/appointment-types', 'https://www.shsu.edu/dept/student-health-center/health-promotion/education', 'https://www.shsu.edu/dept/student-health-center/services']",5545,66.52,6.81,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.017,0.756,0.087,"[-1, -1, -1, -1, 'Mon, 13 Jan 2020 20:34:52 +0000']",1,"['https://www.shsu.edu/dept/student-health-center', 'https://www.shsu.edu/dept/student-health-center/services']",1
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,10,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'https://www.healthcenter.txstate.edu/ABOUT/providers.html', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html', 'https://www.healthcenter.txstate.edu/CHARGES-INSURANCE/Health-Insurance-Options-for-Students.html', 'https://www.healthcenter.txstate.edu/HPS/request-presentation.html', 'https://www.healthcenter.txstate.edu/covid-19.html', 'https://www.healthcenter.txstate.edu/AFTER-HOURS/sexual-assault-resources.html', 'https://www.healthcenter.txstate.edu/Appt_Info', 'https://www.healthcenter.txstate.edu/SERVICES/STI-Screenings-and-HIV-Testing.html', 'https://www.healthcenter.txstate.edu/SERVICES/LGBTQIA-Health.html']",18095,72.52,6.41,39,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,12,5,0.06,0.572,0.151,"['Thu, 02 Jul 2020 09:11:17 GMT', 'Thu, 02 Jul 2020 18:51:14 GMT', 'Thu, 02 Jul 2020 03:49:15 GMT', 'Wed, 08 Jul 2020 21:21:58 GMT', 'Thu, 02 Jul 2020 18:51:34 GMT', 'Fri, 10 Jul 2020 18:06:09 GMT', 'Mon, 06 Jul 2020 19:37:19 GMT', 'Fri, 03 Jul 2020 03:47:23 GMT', 'Thu, 02 Jul 2020 18:51:25 GMT', 'Thu, 02 Jul 2020 00:39:32 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,1,['https://www.sulross.edu/page/343/student-health-services'],1032,61.34,8.66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.536,0.2,"['Thu, 16 Jul 2020 22:07:53 GMT']",0,['https://www.sulross.edu/page/343/student-health-services'],1
Tarleton State University,https://www.tarleton.edu/healthservices,6,"['http://www.tarleton.edu/healthservices/womens.html', 'http://www.tarleton.edu/healthservices/services/stephenville.html', 'http://www.tarleton.edu/healthservices/forms/stephenville.html', 'https://www.tarleton.edu/healthservices/documents/forms/pap%20smear%20release_1_.pdf']",1304,57.2,8.44,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.047,0.691,0.148,"[-1, -1, 'Mon, 13 Jul 2020 18:08:10 GMT', -1, 'Mon, 13 Jul 2020 18:08:09 GMT', 'Mon, 13 Jul 2020 18:08:02 GMT']",1,"['https://www.tarleton.edu/healthservices', 'https://www.tarleton.edu/healthservices/forms/stephenville.html']",1
Texas A & M University Kingsville,http://www.tamuk.edu/shw,1,['https://www.tamuk.edu/shw/events.html'],318,83.07,3.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.003,0.692,-0.021,"['Wed, 08 Jul 2020 18:39:45 GMT']",1,"['http://www.tamuk.edu/shw', 'http://www.tamuk.edu/shw/events.html']",1
Texas A & M University College Station,https://shs.tamu.edu,7,"['https://shs.tamu.edu/services/', 'https://shs.tamu.edu/coronavirus/', 'https://shs.tamu.edu/presentation-request/', 'http://shs.tamu.edu/wp-content/uploads/2020/04/FAQ-COVID-19-Version14.pdf', 'https://shs.tamu.edu/summer-services/']",5841,51,10.82,12,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.077,0.541,0.196,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.tamu.edu', 'https://shs.tamu.edu/services/']",1
The University of Texas at Arlington,https://www.uta.edu/healthservices,3,"['https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php', 'https://www.uta.edu/healthservices/fees%20and%20services/pharmacy.php']",1507,69.86,7.53,15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0.061,0.621,0.144,"[-1, 'Thu, 24 Oct 2019 16:30:31 GMT', -1]",2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/index.php', 'https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php']",1
The University of Texas at Austin,https://healthyhorns.utexas.edu,23,"['https://healthyhorns.utexas.edu/iud.html', 'https://healthyhorns.utexas.edu/hs_contraception.html', 'https://healthyhorns.utexas.edu/hs_pills.html', 'https://healthyhorns.utexas.edu/hs_nexplanon.html', 'https://healthyhorns.utexas.edu/hs_minipills.html', 'https://www.healthyhorns.utexas.edu/HT/HT_diarrhea.html', 'https://healthyhorns.utexas.edu/hs_emergencycontraception.html', 'https://healthyhorns.utexas.edu/hs_depoprovera.html', 'https://healthyhorns.utexas.edu/hs_annualexam.html', 'https://www.healthyhorns.utexas.edu/HT/HT_pid.html', 'https://healthyhorns.utexas.edu/hs_barriers.html', 'https://healthyhorns.utexas.edu/hs_spermicidesupp.html', 'https://healthyhorns.utexas.edu/hs_patch.html', 'https://healthyhorns.utexas.edu/womenshealth.html', 'https://healthyhorns.utexas.edu/HT/HTC_D.html', 'https://healthyhorns.utexas.edu/hs_condoms.html', 'https://healthyhorns.utexas.edu/hs_freecondoms.html', 'https://healthyhorns.utexas.edu/hs_typesofcondoms.html', 'https://healthyhorns.utexas.edu/safersex/', 'https://www.healthyhorns.utexas.edu/hs_playsafe.html', 'https://healthyhorns.utexas.edu/hs_ring.html', 'https://healthyhorns.utexas.edu/hs_lube.html', 'https://www.healthyhorns.utexas.edu/HT/HT_colposcopy.html']",24225,73.26,6.45,448,20,4,0,15,0,4,2,0,0,0,0,0,2,0,11,0,0,0,8,28,0,0,7,2,2,0,0,0,5,6,2,0,0,0,1,0,4,0,0,0,3,0,192,130,0.058,0.538,0.143,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthyhorns.utexas.edu', 'https://healthyhorns.utexas.edu/womenshealth.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,2,"['https://www.utep.edu/chs/shc/services/womens-health.html', 'https://www.utep.edu/chs/shc/services/general-services.html']",1022,66.16,7.53,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.031,0.524,0.169,"[-1, -1]",2,"['https://www.utep.edu/chs/shc', 'https://www.utep.edu/chs/shc/services/services.html', 'https://www.utep.edu/chs/shc/services/general-services.html']",1
The University of Texas at Tyler,https://www.uttyler.edu/clinic,2,"['https://www.uttyler.edu/clinic/stds.php', 'https://www.uttyler.edu/clinic/womens-health.php']",1738,94.01,1.84,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.006,0.63,0.127,"[-1, -1]",1,"['https://www.uttyler.edu/clinic', 'https://www.uttyler.edu/clinic/womens-health.php']",1
The University of Texas at San Antonio,https://www.utsa.edu/health,14,"['http://www.utsa.edu/health/files/Contraceptive%20(Vaginal%20Ring).pdf', 'http://www.utsa.edu/health/files/Pregnancy%20Testing.pdf', 'http://www.utsa.edu/health/files/Vaginal%20Discharge.pdf', 'http://www.utsa.edu/health/files/Condoms%20and%20Spermicides.pdf', 'https://www.utsa.edu/health/resources/', 'https://www.utsa.edu/health/edu/sexualhealth.html', 'https://www.utsa.edu/health/services/women.html', 'http://www.utsa.edu/health/files/Gonorrhea.pdf']",2507,76.42,5.55,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0.025,0.604,0.098,"[-1, -1, -1, -1, 'Thu, 04 Jun 2020 18:52:17 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.utsa.edu/health'],1
Texas Southern University,http://students.tsu.edu/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,3,"['https://www.depts.ttu.edu/studenthealth/womenshealth/', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/', 'https://www.depts.ttu.edu/studenthealth/nurseclinic/']",2798,73.8,5.66,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.02,0.548,0.082,"[-1, -1, -1]",1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,2,"['https://twu.edu/student-health-services/health-services-provided/', 'https://twu.edu/student-health-services/student-health-insurance/twu-student-health-insurance-plan/']",1163,67.83,6.53,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.59,0.132,"[-1, -1]",1,"['https://twu.edu/student-health-services', 'https://twu.edu/student-health-services/health-services-provided/']",1
