University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,nonhormonal iud,Paragard,contraceptive implant,Nexplanon,contraceptive injection,control shot,Depo - Provera,Depo,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of New Hampshire at Manchester,https://www.unh.edu/health,5,"['https://www.unh.edu/health/pharmacy-radiology-laboratory', 'https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/2020-07/wellness-calendar-november-2019.pdf']",2511,60.23,8.26,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.048,0.574,0.159,"[-1, -1, 'Fri, 21 Feb 2020 20:31:42 GMT', 'Sun, 19 Jul 2020 03:10:31 GMT', 'Mon, 13 Jul 2020 17:35:32 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/pharmacy-radiology-laboratory']",1
Plymouth State University,https://campus.plymouth.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],664,68.49,8.54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.058,0.528,0.211,"['Mon, 14 Sep 2020 12:04:29 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,2,"['https://www.montclair.edu/university-health-center/frequently-asked-questions/', 'https://www.montclair.edu/university-health-center/services/payment/']",4184,74.09,6.43,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.067,0.61,0.181,"[-1, -1]",1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/frequently-asked-questions/']",1
New Jersey Institute of Technology,https://www.njit.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Ramapo College of New Jersey,https://www.ramapo.edu/health,5,"['https://www.ramapo.edu/health/self-care/section-iii/birth/', 'https://www.ramapo.edu/health/self-care/section-i/vaginal-problems/', 'https://www.ramapo.edu/health/womens-clinic/']",5506,79.9,5.61,23,18,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.165,0.597,0,"['Wed, 27 May 2015 16:48:16 GMT', -1, -1, 'Thu, 18 Jul 2013 16:44:56 GMT', -1]",1,"['https://www.ramapo.edu/health', 'https://www.ramapo.edu/health/womens-clinic/']",1
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rutgers University New Brunswick,http://health.rutgers.edu,2,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/']",2225,72.54,6.89,19,7,0,5,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0.04,0.484,0.177,"[-1, -1]",2,"['http://health.rutgers.edu', 'http://health.rutgers.edu/medical-counseling-services/medical/immunization-requirements-allergy-shots/', 'http://health.rutgers.edu/medical-counseling-services/medical/sexual-health/']",1
Rutgers University Newark,https://studentaffairs.newark.rutgers.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stockton University,https://stockton.edu/wellness-center/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The College of New Jersey,https://health.tcnj.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Mexico Main Campus,http://shac.unm.edu,3,"['https://shac.unm.edu/services/sexual-reproductive-health/contraception.html', 'https://shac.unm.edu/services/sexual-reproductive-health/index.html']",977,10.12,20.32,13,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,3,0.056,0.564,0.291,"['Thu, 20 Aug 2020 21:38:19 GMT', 'Thu, 20 Aug 2020 21:38:25 GMT', 'Thu, 20 Aug 2020 21:41:33 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/services/sexual-reproductive-health/contraception.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Hunter College,https://ww2.hunter.cuny.edu/students/student-life/wellness-health-and-safety/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,1,['https://www.lehman.edu/student-health-center/women-health-services.php'],1027,83.92,4.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.026,0.631,0.018,-1,1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/women-health-services.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/StudentLife/services/health/Pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://system.suny.edu/university-life/counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Binghamton University,https://www.binghamton.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,1,['https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php'],334,70.49,5.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.014,0.726,0.065,[-1],1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/gyn_clinic.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Brockport,https://www.brockport.edu/life/health_center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Buffalo State,https://weigel.buffalostate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,1,['https://www2.cortland.edu/offices/student-health-service/about-us/'],662,62.5,7.32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.017,0.599,0.186,[-1],1,"['https://www2.cortland.edu/offices/student-health-service', 'https://www2.cortland.edu/offices/student-health-service/about-us']",1
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Geneseo,https://www.geneseo.edu/health,1,['https://www.geneseo.edu/health/contraceptive_options'],3257,70.5,7.34,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0.072,0.524,0.168,"['Thu, 17 Sep 2020 18:30:36 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/contraceptive_options']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,1,['https://www.potsdam.edu/studentlife/wellness/healthservices/services'],584,60.2,8.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.642,0.199,"['Thu, 17 Sep 2020 16:55:55 GMT']",1,"['https://www.potsdam.edu/studentlife/wellness/healthservices', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services']",1
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,8,"['https://healthservices.appstate.edu/pagesmith/163', 'http://healthservices.appstate.edu/files/filecabinet/folder14/Depo_Provera_Student_Information_Sheet.pdf', 'https://healthservices.appstate.edu/womenshealth', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/pagesmith/137']",2485,81.27,4.76,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0.048,0.593,0.155,"[-1, -1, -1, 'Wed, 09 Dec 2015 16:05:51 GMT', -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1]",2,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/112', 'https://healthservices.appstate.edu/pagesmith/163']",1
East Carolina University,https://studenthealth.ecu.edu,3,"['https://studenthealth.ecu.edu/reproductive/', 'https://studenthealth.ecu.edu/general-medical/']",4482,69.11,7.79,18,2,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,3,8,0.053,0.598,0.189,-1,-1,[],1
Elizabeth City State University,http://www.ecsu.edu/current-students/student-affairs/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Fayetteville State University,https://www.uncfsu.edu/faculty-and-staff/divisions-departments-and-offices/division-of-student-affairs/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina A & T State University,https://www.ncat.edu/campus-life/student-affairs/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Asheville,https://healthandcounseling.unca.edu,1,['https://healthandcounseling.unca.edu/health-services/contraception/'],503,54.69,9.41,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0.044,0.613,0.131,[-1],1,"['https://healthandcounseling.unca.edu', 'https://healthandcounseling.unca.edu/health-services/contraception/']",1
University of North Carolina at Chapel Hill,https://campushealth.unc.edu,12,"['https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control/iud-and-implant/pre-insertion-instructions', 'https://campushealth.unc.edu/sites/campushealth.unc.edu/files/documents/IUD2019.pdf', 'https://campushealth.unc.edu/', 'https://campushealth.unc.edu/services/gynecology/getting-prescription-birth-control', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception/options-emergency-contraception', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception/emergency-contraception', 'https://campushealth.unc.edu/services/gynecology', 'https://campushealth.unc.edu/health-topics/sexual-health/contraception']",11705,72.2,6.65,92,46,0,12,1,5,4,5,5,3,0,0,4,1,5,0,0,0,1,0.113,0.595,0.135,"['Thu, 17 Sep 2020 18:18:04 GMT', 'Thu, 17 Sep 2020 18:25:17 GMT', 'Fri, 11 Jan 2019 18:58:40 GMT', 'Tue, 17 Sep 2019 21:05:38 GMT', 'Thu, 17 Sep 2020 18:10:51 GMT', 'Tue, 17 Sep 2019 20:39:21 GMT', 'Thu, 17 Sep 2020 18:39:32 GMT', 'Thu, 17 Sep 2020 18:39:33 GMT', 'Thu, 17 Sep 2020 18:39:35 GMT', 'Thu, 17 Sep 2020 18:25:04 GMT', 'Thu, 17 Sep 2020 18:39:37 GMT', 'Mon, 03 Feb 2020 17:23:49 GMT']",0,['https://campushealth.unc.edu'],1
University of North Carolina at Charlotte,https://studenthealth.uncc.edu,1,['https://studenthealth.uncc.edu/payments'],1010,77.73,5.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.003,0.75,0.067,-1,1,"['https://studenthealth.uncc.edu', 'https://studenthealth.uncc.edu/payments']",1
University of North Carolina at Greensboro,https://shs.uncg.edu,3,"['https://shs.uncg.edu/contraception-birth-control-methods', 'https://shs.uncg.edu/womens-health', 'https://shs.uncg.edu/womens-clinic']",1905,73.19,6.63,19,6,0,0,0,2,3,0,0,0,0,0,2,0,4,0,0,0,2,0.08,0.599,0.175,"[-1, -1, -1]",2,"['https://shs.uncg.edu', 'https://shs.uncg.edu/spartan-health-topics-a-z', 'https://shs.uncg.edu/contraception-birth-control-methods']",1
North Carolina Central University,https://www.nccu.edu/life-nc-central/health-and-well-being/student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
North Carolina State University at Raleigh,https://healthypack.dasa.ncsu.edu,7,"['https://healthypack.dasa.ncsu.edu/care-provided/womens-health/contraception/', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/', 'https://healthypack.dasa.ncsu.edu/wp-content/uploads/sites/15/2019/01/2018-2019-Charge-List-Spring.pdf', 'https://healthypack.dasa.ncsu.edu/appointments/']",3574,69.75,7.27,39,13,0,5,0,1,1,1,0,0,0,0,2,4,4,0,0,0,8,0.093,0.523,0.215,"[-1, 'Thu, 01 Feb 2018 20:21:44 GMT', -1, 'Mon, 13 Aug 2018 12:42:41 GMT', 'Wed, 02 Jan 2019 15:49:36 GMT', -1, 'Mon, 22 Jul 2019 15:31:00 GMT']",1,"['https://healthypack.dasa.ncsu.edu', 'https://healthypack.dasa.ncsu.edu/care-provided/womens-health/']",1
University of North Carolina Wilmington,https://uncw.edu/healthservices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Carolina at Pembroke,https://www.uncp.edu/campus-life/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Winston Salem State University,https://www.wssu.edu/student-life/university-wellness-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Carolina University,https://www.wcu.edu/experience/health-and-wellness/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Dickinson State University,https://www.dickinsonstate.edu/student-services/student-resource-and-opportunity-soar-center/health-wellness-and-safety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Mayville State University,https://mayvillestate.edu/student-resources/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Minot State University,https://www.minotstateu.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Dakota,https://und.edu/student-life/student-health,2,['https://und.edu/student-life/student-health/'],1170,78.34,4.49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.025,0.667,0.337,"[-1, 'Tue, 21 Jul 2020 02:28:14 GMT']",0,['https://und.edu/student-life/student-health'],1
North Dakota State University Main Campus,https://www.ndsu.edu/studenthealthservice,2,"['https://www.ndsu.edu/studenthealthservice/staff/meet_the_providers/', 'https://www.ndsu.edu/studenthealthservice/healthpromotion/sexually_transmitted_diseases_stds/']",1546,66.62,8.09,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.436,0.184,"[-1, -1]",3,"['https://www.ndsu.edu/studenthealthservice', 'https://www.ndsu.edu/studenthealthservice/about/', 'https://www.ndsu.edu/studenthealthservice/about/staff/', 'https://www.ndsu.edu/studenthealthservice/about/staff/meet_the_providers/']",1
Valley City State University,https://www.vcsu.edu/student-life/counseling-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Akron Main Campus,https://www.uakron.edu/healthservices,2,"['https://www.uakron.edu/healthservices/well-womens-clinic.dot', 'https://www.uakron.edu/healthservices/applicable-fees.dot']",1008,78.8,5.62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.022,0.568,0.286,"[-1, -1]",1,"['https://www.uakron.edu/healthservices', 'https://www.uakron.edu/healthservices/docs/student-health-services-checklist-2020.pdf?language_id=1']",1
Central State University,https://www.centralstate.edu/current/health/old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Cincinnati Main Campus,https://www.med.uc.edu/landing-pages/university-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cleveland State University,https://www.csuohio.edu/health/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Salem,https://www.kent.edu/UHS/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Kent State University at Kent,https://www.kent.edu/UHS/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Miami University Oxford,https://miamioh.edu/student-life/student-health-service,1,['https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html'],422,53.77,8.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011,0.458,0.215,[-1],6,"['https://miamioh.edu/student-life/student-health-service', 'https://miamioh.edu/student-life/student-health-service/student-insurance/index.html', 'https://miamioh.edu/student-life/student-health-service/about/meet-the-clinicians/index.html', 'https://miamioh.edu/student-life/student-health-service/about/FAQ/index.html', 'https://miamioh.edu/student-life/student-health-service/medical-records/index.html', 'https://miamioh.edu/student-life/student-health-service/services/immunizations/index.html', 'https://miamioh.edu/student-life/student-health-service/services/gynecology/index.html']",1
Ohio State University Lima Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],582,62.38,7.4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0.101,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio State University Mansfield Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],582,62.38,7.4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0.101,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio State University Main Campus,https://shs.osu.edu,2,['https://shs.osu.edu/services/gynecologic-services/contraceptives'],582,62.38,7.4,15,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,0.101,0.566,0.26,"[-1, -1]",1,"['https://shs.osu.edu', 'https://shs.osu.edu/services/gynecologic-services/contraceptives']",1
Ohio University Main Campus,https://www.ohio.edu/student-insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Shawnee State University,https://www.shawnee.edu/campus-life/student-health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Toledo,https://www.utoledo.edu/healthservices/hsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Main Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Wright State University Lake Campus,https://www.wright.edu/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Youngstown State University,https://ysu.edu/wick-primary-care-ysu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Cameron University,https://www.cameron.edu/wellnesscenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Central Oklahoma,https://www.uco.edu/offices/wellness/services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Central University,https://www.ecok.edu/current-students/student-services/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Langston University,https://www.langston.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northeastern State University,https://offices.nsuok.edu/studentaffairs/Student-Services/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern Oklahoma State University,https://www.nwosu.edu/student-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oklahoma State University Main Campus,https://uhs.okstate.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Oklahoma Norman Campus,https://www.ou.edu/healthservices,3,"['https://www.ou.edu/healthservices/medical-services/womenscenter', 'https://www.ou.edu/healthservices/patient-education---brochures', 'http://www.ou.edu/healthservices/medical-services.html']",1505,64.84,7.97,17,6,0,1,1,3,2,0,0,0,1,0,1,0,2,0,0,0,0,0.045,0.681,0.072,"[-1, -1, -1]",1,"['https://www.ou.edu/healthservices', 'https://www.ou.edu/healthservices/medical-services.html']",1
Oklahoma State University Institute of Technology,https://osuit.edu/student-union/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Rogers State University,https://www.rsu.edu/campus-life/health-wellness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Science and Arts of Oklahoma,https://usao.edu/student-life/student-services/counseling-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southeastern Oklahoma State University,https://www.se.edu/student-wellness/student-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southwestern Oklahoma State University,https://www.swosu.edu/about/conference-centers-facilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Eastern Oregon University,https://www.eou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Oregon Institute of Technology,https://www.oit.edu/campus-life/student-health,1,['https://www.oit.edu/campus-life/student-health/medical-clinic'],1410,57.47,10.04,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056,0.495,0.317,"['Thu, 17 Sep 2020 18:23:18 GMT']",1,"['https://www.oit.edu/campus-life/student-health', 'https://www.oit.edu/campus-life/student-health/medical-clinic']",1
Oregon State University,https://studenthealth.oregonstate.edu,13,"['https://studenthealth.oregonstate.edu/ccare2017', 'https://studenthealth.oregonstate.edu/health-promotion/sexual-health/contraception/hormonal-methods', 'https://studenthealth.oregonstate.edu/clinical-services/oregon-contraceptive-care', 'https://studenthealth.oregonstate.edu/book/export/html/277', 'https://studenthealth.oregonstate.edu/book/export/html/275', 'https://studenthealth.oregonstate.edu/book/export/html/315', 'https://studenthealth.oregonstate.edu/book/export/html/1411', 'https://studenthealth.oregonstate.edu/sexual-and-reproductive-health/intimate-exams', 'https://studenthealth.oregonstate.edu/sites/studenthealth.oregonstate.edu/files/annual_notification_2016-17.pdf', 'https://studenthealth.oregonstate.edu/sites/studenthealth.oregonstate.edu/files/annual_notification_2015-16.pdf']",14507,63.1,8.03,29,2,0,19,0,1,1,1,0,0,0,0,1,0,1,0,0,1,2,0.069,0.541,0.101,"['Thu, 17 Sep 2020 18:22:42 GMT', 'Thu, 17 Sep 2020 18:50:58 GMT', 'Thu, 17 Sep 2020 18:23:06 GMT', 'Thu, 17 Sep 2020 18:50:59 GMT', 'Thu, 17 Sep 2020 18:50:59 GMT', 'Thu, 17 Sep 2020 18:51:00 GMT', 'Mon, 13 Jan 2014 15:48:56 GMT', 'Thu, 17 Sep 2020 18:51:01 GMT', 'Thu, 17 Sep 2020 18:51:01 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Fri, 05 May 2017 08:23:18 GMT', 'Thu, 01 Jan 1970 00:00:00 GMT', 'Tue, 05 Jul 2016 19:21:45 GMT']",2,"['https://studenthealth.oregonstate.edu', 'https://studenthealth.oregonstate.edu/pharmacy-0', 'https://studenthealth.oregonstate.edu/ccare2017']",1
University of Oregon,https://health.uoregon.edu,5,"['https://health.uoregon.edu/faqs', 'https://health.uoregon.edu/files/NUR-142_Pre-travel_Worksheet_2017.pdf', 'https://health.uoregon.edu/sensitive-exam', 'https://health.uoregon.edu/birthcontrol']",12017,67.85,7.67,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0.068,0.496,0.071,"['Thu, 17 Sep 2020 18:05:32 GMT', -1, 'Thu, 01 Jun 2017 23:13:30 GMT', 'Thu, 17 Sep 2020 18:10:00 GMT', 'Thu, 17 Sep 2020 18:59:18 GMT']",1,"['https://health.uoregon.edu', 'https://health.uoregon.edu/faqs']",1
Portland State University,https://www.pdx.edu/health-counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Southern Oregon University,https://inside.sou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Western Oregon University,https://wou.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
