University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD,Progesterone IUD,Progestin,Hormonal IUD,Mirena,Skyla,Kyleena,Liletta,Copper IUD,Non - Hormonal IUD,Nonhormonal IUD,Paragard,Contraceptive implant,Nexplanon,Contraceptive injection,Control shot,Depo - Provera,Depo,emergency contraception,emergency contraceptives,morning after pill,Plan B,levonorgestrel,ella,ulipristal acetate,contraceptive pill,control pill,diaphragm,spermicide,contraceptive patch,control patch,vaginal ring,control ring,contraceptive ring,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Winthrop University,https://www.winthrop.edu/hcs,8,"['https://www.winthrop.edu/hcs/mens-and-womens-health.aspx', 'https://www.winthrop.edu/hcs/health-information.aspx', 'https://www.winthrop.edu/hcs/well-woman-exam-class.aspx', 'https://www.winthrop.edu/hcs/cs-off-campus-resources.aspx', 'https://www.winthrop.edu/hcs/cs-faculty-staff-referral-how-to.aspx', 'https://www.winthrop.edu/hcs/sexually-transmitted-infections-stis.aspx', 'https://www.winthrop.edu/hcs/cs-dont-cancel-that-class.aspx', 'https://www.winthrop.edu/hcs/contraception-information.aspx']",8691,58.9,7.96,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0.042,0.593,0.13,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.winthrop.edu/hcs', 'https://www.winthrop.edu/hcs/cs-off-campus-resources.aspx']",1
Black Hills State University,https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services,1,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1436,65.21,7.58,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.025,0.561,0.086,[-1],0,['https://www.bhsu.edu/Student-Life/Student-Services/Student-Health-Services'],1
Dakota State University,https://dsu.edu/student-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern State University,https://www.northern.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
South Dakota State University,https://www.sdstate.edu/student-health-clinic-and-counseling-services/student-health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of South Dakota,https://www.usd.edu/student-life/student-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Austin Peay State University,https://www.apsu.edu/health-and-counseling/boyd-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
East Tennessee State University,https://www.etsu.edu/nursing/universityhealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Memphis,https://www.memphis.edu/health,5,"['https://www.memphis.edu/health/familyplanning.php', 'https://www.memphis.edu/health/pdfs/ts_november_2015.pdf', 'https://www.memphis.edu/health/pdfs/february_2015.pdf']",715,72.39,5.67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.548,0.052,"[-1, 'Wed, 18 Mar 2020 21:46:02 GMT', 'Wed, 18 Mar 2020 21:46:04 GMT', 'Wed, 18 Mar 2020 21:46:14 GMT', 'Wed, 18 Mar 2020 21:46:08 GMT']",1,"['https://www.memphis.edu/health', 'https://www.memphis.edu/health/familyplanning.php']",1
Middle Tennessee State University,https://www.mtsu.edu/healthservices,9,"['https://www.mtsu.edu/healthservices/women/birth-control.php', 'https://www.mtsu.edu/healthservices/women/index.php', 'https://www.mtsu.edu/healthservices/women/exam.php', 'https://www.mtsu.edu/healthservices/outpatient.php', 'http://www.mtsu.edu/healthservices/PDFs/2011-2012_Fee_Schedule.pdf', 'https://www.mtsu.edu/healthservices/std.php', 'https://www.mtsu.edu/healthservices/faq.php']",4469,84.35,4.18,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,14,1,5,4,0.035,0.552,0.179,"[-1, -1, -1, 'Wed, 29 Aug 2018 20:07:41 GMT', -1, 'Mon, 22 Apr 2019 12:37:06 GMT', -1, -1, -1]",1,"['https://www.mtsu.edu/healthservices', 'https://www.mtsu.edu/healthservices/outpatient.php']",1
The University of Tennessee Chattanooga,https://www.utc.edu/university-health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Tennessee Knoxville,https://studenthealth.utk.edu,2,"['https://studenthealth.utk.edu/womens-health-clinic/', 'https://studenthealth.utk.edu/clinics-services-staff/medical-staff/anita-blatnik-apn/']",1095,63.31,8.35,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.029,0.587,0.146,"[-1, -1]",-1,[],1
The University of Tennessee Martin,https://www.utm.edu/departments/shcs,9,"['https://www.utm.edu/departments/shcs/studenthealth.php', 'https://www.utm.edu/departments/shcs/cdc/pid.php', 'https://www.utm.edu/departments/shcs/healthinfo.php', 'https://www.utm.edu/departments/shcs/cdc/hpv.php', 'https://www.utm.edu/departments/shcs/cdc/bactv.php', 'https://www.utm.edu/departments/shcs/cdc/syphilis.php', 'https://www.utm.edu/departments/shcs/cdc/herpes.php', 'https://www.utm.edu/departments/shcs/cdc/chlamydia.php']",5236,51.3,11.44,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.032,0.582,0.234,"[-1, -1, -1, 'Thu, 03 Jan 2019 16:05:59 GMT', -1, -1, -1, -1, -1]",1,"['https://www.utm.edu/departments/shcs', 'https://www.utm.edu/departments/shcs/studenthealth.php']",1
Tennessee State University,http://www.tnstate.edu/campus_life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Tennessee Technological University,https://www.tntech.edu/healthservices,3,"['https://www.tntech.edu/healthservices/faqs.php', 'https://www.tntech.edu/healthservices/services.php']",1689,63.05,6.85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.015,0.559,0.158,"[-1, 'Wed, 25 Mar 2020 20:08:10 GMT', -1]",1,"['https://www.tntech.edu/healthservices', 'https://www.tntech.edu/healthservices/services.php']",1
Angelo State University,https://www.angelo.edu/services/health_clinic_counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Corpus Christi,https://healthcenter.tamucc.edu,1,['https://healthcenter.tamucc.edu/Health%20Center%20Services/womens-services.html'],302,46,10.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.596,0.292,"['Mon, 07 Sep 2020 07:15:29 GMT']",2,"['https://healthcenter.tamucc.edu', 'https://healthcenter.tamucc.edu/Health%20Center%20Services/index.html', 'https://healthcenter.tamucc.edu/Health%20Center%20Services/womens-services.html']",1
Texas A&M University Texarkana,https://tamut.edu/Campus-Life/Student-Health-Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University Commerce,https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices,1,['https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices/'],1896,59.71,7.93,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.019,0.562,0.236,[-1],0,['https://www.tamuc.edu/CampusLife/CampusServices/studentHealthServices'],1
University of Houston Clear Lake,https://www.uhcl.edu/student-affairs/health-wellness/health-services,2,"['https://www.uhcl.edu/student-affairs/health-wellness/health-services/', 'https://www.uhcl.edu/student-affairs/health-wellness/health-services/services']",2065,66.6,6.54,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02,0.692,0.108,"[-1, -1]",0,['https://www.uhcl.edu/student-affairs/health-wellness/health-services'],1
University of Houston Downtown,https://www.uhd.edu/student-life/health/Pages,3,"['https://www.uhd.edu/student-life/health/Pages/health-students.aspx', 'https://www.uhd.edu/student-life/health/Pages/resources.aspx', 'https://www.uhd.edu/student-life/health/Pages/default.aspx']",3057,75.84,8.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.596,-0.205,"[-1, -1, -1]",-1,[],1
University of Houston Victoria,https://www.uhv.edu/counseling/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Houston,https://www.uh.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Lamar University,https://www.lamar.edu/students/student-engagement/student-health-center,1,['https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html'],725,72.76,6.61,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.051,0.661,0.109,"['Wed, 12 Aug 2020 21:48:37 GMT']",1,"['https://www.lamar.edu/students/student-engagement/student-health-center', 'https://www.lamar.edu/students/student-engagement/student-health-center/frequently-asked-questions.html']",1
Texas A & M International University,https://www.tamiu.edu/health,3,"['https://www.tamiu.edu/health/services.shtml', 'https://www.tamiu.edu/health/stuhealth.shtml']",1021,55.62,8.25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.016,0.615,0.07,"[-1, -1, 'Fri, 18 Sep 2020 10:00:36 GMT']",1,"['https://www.tamiu.edu/health', 'https://www.tamiu.edu/health/services.shtml']",1
Midwestern State University,https://msutexas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of North Texas,https://studentaffairs.unt.edu/student-health-and-wellness-center,13,"['https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/health-and-wellness-faq', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education-programming', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/virtual-services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/condom-club', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/health-education', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/take-precautions-against-zika-virus-when-traveling', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/meadows-center-health-resources', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/dont-forget-these-important-items-for-move-in', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/what-to-bring-to-college', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/resources/summer-brings-more-mosquitoes-take-necessary-precautions', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/billing-and-insurance/filing-commercial-insurance']",12440,68.88,7.76,185,37,24,0,0,0,3,7,0,0,0,0,0,0,1,7,0,0,1,1,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,13,1,0,0,0,0,49,24,0.054,0.573,0.109,"['Sat, 19 Sep 2020 02:29:25 GMT', 'Fri, 18 Sep 2020 23:34:52 GMT', 'Fri, 18 Sep 2020 20:36:09 GMT', 'Sat, 19 Sep 2020 01:41:08 GMT', 'Fri, 18 Sep 2020 22:20:03 GMT', 'Fri, 18 Sep 2020 20:33:53 GMT', 'Fri, 18 Sep 2020 22:56:31 GMT', 'Sat, 19 Sep 2020 02:52:38 GMT', 'Fri, 18 Sep 2020 20:37:51 GMT', 'Sat, 19 Sep 2020 02:52:38 GMT', 'Fri, 18 Sep 2020 20:38:56 GMT', 'Fri, 18 Sep 2020 23:28:06 GMT', 'Fri, 18 Sep 2020 22:01:37 GMT']",1,"['https://studentaffairs.unt.edu/student-health-and-wellness-center', 'https://studentaffairs.unt.edu/student-health-and-wellness-center/services/gynecological-health']",1
The University of Texas Rio Grande Valley,https://www.utrgv.edu/health-services,3,"['https://www.utrgv.edu/health-services/womens-wellness/index.htm', 'https://www.utrgv.edu/health-services/womens-wellness/womens-wellness-faqs/index.htm', 'https://www.utrgv.edu/health-services/services/index.htm']",1682,54.01,10.04,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0.05,0.522,0.191,"['Thu, 12 Sep 2019 14:48:31 GMT', 'Thu, 12 Sep 2019 14:48:32 GMT', 'Thu, 12 Sep 2019 14:48:33 GMT']",1,"['https://www.utrgv.edu/health-services', 'https://www.utrgv.edu/health-services/womens-wellness/womens-wellness-faqs/index.htm']",1
Prairie View A & M University,https://www.pvamu.edu/healthservices,3,"['https://www.pvamu.edu/healthservices/2019/05/06/panthers-promoting-healthy-decisions/', 'https://www.pvamu.edu/healthservices/medicalservices/health-education/', 'https://www.pvamu.edu/healthservices/medicalservices/general-services/']",2593,56.15,9.66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.013,0.539,0.269,"[-1, -1, -1]",1,"['https://www.pvamu.edu/healthservices', 'https://www.pvamu.edu/healthservices/health-education/']",1
Sam Houston State University,https://www.shsu.edu/dept/student-health-center,6,"['https://www.shsu.edu/dept/student-health-center/appointment-types', 'http://www.shsu.edu/dept/student-health-center/documents/SHSU+OTC+LIST+2_.pdf', 'https://www.shsu.edu/dept/student-health-center/services']",4140,54.31,9.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.011,0.752,0.092,"[-1, -1, -1, 'Mon, 26 Feb 2018 19:35:43 +0000', -1, 'Mon, 13 Jan 2020 20:34:52 +0000']",1,"['https://www.shsu.edu/dept/student-health-center', 'https://www.shsu.edu/dept/student-health-center/documents/Drive%20Through%20Testing%20Map.pdf?language_id=1']",1
Stephen F Austin State University,http://www.sfasu.edu/life-at-sfa/health-safety/health-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas State University,https://www.healthcenter.txstate.edu,11,"['https://www.healthcenter.txstate.edu/SERVICES.html', 'https://www.healthcenter.txstate.edu/ABOUT/providers.html', 'https://www.healthcenter.txstate.edu/Round-Rock-Student-Health-Center.html', 'https://www.healthcenter.txstate.edu/APPTS.html', 'https://www.healthcenter.txstate.edu/CHARGES-INSURANCE/Health-Insurance-Options-for-Students.html', 'https://www.healthcenter.txstate.edu/HPS/request-presentation.html', 'https://www.healthcenter.txstate.edu/covid-19.html', 'https://www.healthcenter.txstate.edu/AFTER-HOURS/sexual-assault-resources.html', 'https://www.healthcenter.txstate.edu/SERVICES/STI-Screenings-and-HIV-Testing.html', 'https://www.healthcenter.txstate.edu/Appt_Info', 'https://www.healthcenter.txstate.edu/SERVICES/LGBTQIA-Health.html']",21435,70.42,6.77,98,10,9,0,5,0,8,0,0,0,0,0,0,0,2,4,3,0,6,7,1,0,0,2,3,2,0,0,2,0,0,4,0,0,0,0,0,3,1,0,0,1,0,16,9,0.069,0.594,0.12,"['Tue, 01 Sep 2020 19:58:49 GMT', 'Thu, 03 Sep 2020 17:12:16 GMT', 'Wed, 02 Sep 2020 12:30:50 GMT', 'Wed, 02 Sep 2020 15:10:18 GMT', 'Tue, 01 Sep 2020 19:38:53 GMT', 'Wed, 02 Sep 2020 12:30:51 GMT', 'Tue, 01 Sep 2020 19:32:44 GMT', 'Tue, 01 Sep 2020 20:10:12 GMT', 'Tue, 01 Sep 2020 20:02:51 GMT', 'Tue, 01 Sep 2020 21:20:16 GMT', 'Thu, 03 Sep 2020 09:21:08 GMT']",1,"['https://www.healthcenter.txstate.edu', 'https://www.healthcenter.txstate.edu/SERVICES/STI-Screenings-and-HIV-Testing.html']",1
Sul Ross State University,https://www.sulross.edu/page/343/student-health-services,1,['https://www.sulross.edu/page/343/student-health-services'],1042,61.34,8.66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.536,0.2,"['Sat, 19 Sep 2020 02:56:17 GMT']",0,['https://www.sulross.edu/page/343/student-health-services'],1
Tarleton State University,https://www.tarleton.edu/healthservices,10,"['http://www.tarleton.edu/healthservices/womens.html', 'https://www.tarleton.edu/healthservices/documents/forms/nuvaring.pdf', 'http://www.tarleton.edu/healthservices/services/stephenville.html', 'http://www.tarleton.edu/healthservices/forms/stephenville.html', 'https://www.tarleton.edu/healthservices/documents/forms/fhhf.pdf', 'https://www.tarleton.edu/healthservices/documents/forms/pap%20smear%20release_1_.pdf']",1316,60.2,8,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.046,0.691,0.148,"[-1, 'Fri, 11 Sep 2020 13:39:44 GMT', 'Thu, 13 Aug 2020 16:53:07 GMT', -1, 'Thu, 13 Aug 2020 16:53:44 GMT', -1, 'Thu, 13 Aug 2020 16:53:17 GMT', 'Thu, 13 Aug 2020 16:53:14 GMT', 'Fri, 11 Sep 2020 13:39:40 GMT', 'Thu, 10 Sep 2020 18:24:14 GMT']",1,"['https://www.tarleton.edu/healthservices', 'https://www.tarleton.edu/healthservices/womens.html']",1
Texas A & M University Kingsville,https://www.tamuk.edu/shw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas A & M University College Station,https://shs.tamu.edu,8,"['https://shs.tamu.edu/services/', 'https://shs.tamu.edu/presentation-request/', 'https://shs.tamu.edu/coronavirus/', 'http://shs.tamu.edu/wp-content/uploads/2020/03/FAQ-COVID-19-Version12.pdf', 'https://shs.tamu.edu/marketing-request/']",5246,48.03,12.18,20,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0.075,0.582,0.206,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shs.tamu.edu', 'https://shs.tamu.edu/coronavirus/']",1
The University of Texas at Arlington,https://www.uta.edu/healthservices,5,"['https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php', 'https://www.uta.edu/healthservices/_downloads/CommonProceduresServicesPriceList1.pdf', 'https://www.uta.edu/healthservices/fees%20and%20services/pharmacy.php']",1507,68.34,7.97,15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,1,0.05,0.622,0.156,"[-1, 'Mon, 31 Aug 2020 22:18:46 GMT', 'Mon, 31 Aug 2020 22:19:27 GMT', 'Tue, 22 Aug 2017 17:58:35 GMT', -1]",2,"['https://www.uta.edu/healthservices', 'https://www.uta.edu/healthservices/fees%20and%20services/index.php', 'https://www.uta.edu/healthservices/fees%20and%20services/womens-health.php']",1
The University of Texas at Austin,https://healthyhorns.utexas.edu,24,"['https://healthyhorns.utexas.edu/iud.html', 'https://healthyhorns.utexas.edu/hs_contraception.html', 'https://www.healthyhorns.utexas.edu/hs_pills.html', 'https://healthyhorns.utexas.edu/hs_nexplanon.html', 'https://healthyhorns.utexas.edu/hs_minipills.html', 'https://www.healthyhorns.utexas.edu/HT/HT_diarrhea.html', 'https://healthyhorns.utexas.edu/hs_emergencycontraception.html', 'https://healthyhorns.utexas.edu/hs_depoprovera.html', 'https://www.healthyhorns.utexas.edu/HT/HT_pid.html', 'https://www.healthyhorns.utexas.edu/hormonalmethods.html', 'https://healthyhorns.utexas.edu/hs_barriers.html', 'https://healthyhorns.utexas.edu/hs_spermicidesupp.html', 'https://healthyhorns.utexas.edu/hs_patch.html', 'https://healthyhorns.utexas.edu/womenshealth.html', 'https://healthyhorns.utexas.edu/HT/HTC_D.html', 'https://www.healthyhorns.utexas.edu/hs_condoms.html', 'https://healthyhorns.utexas.edu/hs_freecondoms.html', 'https://healthyhorns.utexas.edu/hs_typesofcondoms.html', 'https://healthyhorns.utexas.edu/safersex/', 'https://healthyhorns.utexas.edu/hs_annualexam.html', 'https://healthyhorns.utexas.edu/hs_lube.html', 'https://healthyhorns.utexas.edu/hs_ring.html', 'https://healthyhorns.utexas.edu/hs_mens_sexualhealth.html', 'https://www.healthyhorns.utexas.edu/HT/HT_colposcopy.html']",25520,73.68,6.41,617,23,31,0,23,2,9,7,4,4,0,2,0,10,0,19,0,0,15,16,53,0,0,14,4,13,0,0,11,11,15,3,0,0,0,2,0,4,0,0,0,3,0,193,126,0.072,0.559,0.127,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://healthyhorns.utexas.edu', 'https://healthyhorns.utexas.edu/womenshealth.html']",1
The University of Texas at Dallas,https://www.utdallas.edu/healthcenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
The University of Texas at El Paso,https://www.utep.edu/chs/shc,2,"['https://www.utep.edu/chs/shc/services/womens-health.html', 'https://www.utep.edu/chs/shc/services/general-services.html']",1022,69.66,6.8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0.03,0.507,0.115,"[-1, -1]",2,"['https://www.utep.edu/chs/shc', 'https://www.utep.edu/chs/shc/services/services.html', 'https://www.utep.edu/chs/shc/services/general-services.html']",1
The University of Texas at Tyler,https://www.uttyler.edu/clinic,3,"['https://www.uttyler.edu/clinic/stds.php', 'https://www.uttyler.edu/clinic/womens-health.php']",1754,94.01,1.84,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.006,0.63,0.127,"[-1, -1, 'Thu, 04 May 2017 21:45:50 GMT']",1,"['https://www.uttyler.edu/clinic', 'https://www.uttyler.edu/clinic/womens-health.php']",1
The University of Texas at San Antonio,https://www.utsa.edu/health,14,"['http://www.utsa.edu/health/files/Contraceptive%20(Vaginal%20Ring).pdf', 'http://www.utsa.edu/health/files/Pregnancy%20Testing.pdf', 'http://www.utsa.edu/health/files/Vaginal%20Discharge.pdf', 'http://www.utsa.edu/health/files/Condoms%20and%20Spermicides.pdf', 'https://www.utsa.edu/health/resources/', 'https://www.utsa.edu/health/edu/sexualhealth.html', 'https://www.utsa.edu/health/services/women.html', 'http://www.utsa.edu/health/files/Gonorrhea.pdf']",2492,75.94,5.57,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0.027,0.586,0.098,"[-1, -1, -1, -1, 'Fri, 04 Sep 2020 21:33:11 GMT', -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.utsa.edu/health'],1
Texas Southern University,http://tsu.edu/students-services/departments/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Texas Tech University,https://www.depts.ttu.edu/studenthealth,3,"['https://www.depts.ttu.edu/studenthealth/womenshealth/', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/', 'https://www.depts.ttu.edu/studenthealth/nurseclinic/']",2798,74.19,5.64,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.025,0.537,0.061,"[-1, -1, -1]",1,"['https://www.depts.ttu.edu/studenthealth', 'https://www.depts.ttu.edu/studenthealth/travelhealthquestionnaire/']",1
Texas Woman's University,https://twu.edu/student-health-services,2,"['https://twu.edu/student-health-services/health-services-provided/', 'https://twu.edu/student-health-services/student-health-insurance/twu-student-health-insurance-plan/']",1154,67.34,6.59,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.581,0.136,"[-1, -1]",1,"['https://twu.edu/student-health-services', 'https://twu.edu/student-health-services/health-services-provided/']",1
West Texas A & M University,https://www.wtamu.edu/student-support/medical-services,2,"['https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html', 'https://www.wtamu.edu/student-support/medical-services/index.html']",3489,74.42,6.56,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0,0,3,0,2,2,0.085,0.694,0.035,"['Wed, 26 Aug 2020 22:52:41 GMT', 'Wed, 02 Sep 2020 01:02:30 GMT']",1,"['https://www.wtamu.edu/student-support/medical-services', 'https://www.wtamu.edu/student-support/medical-services/patient-education-and-information.html']",1
Dixie State University,https://wellness.dixie.edu,2,['https://wellness.dixie.edu/'],905,67.19,6.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.003,0.581,0.178,"[-1, 'Mon, 05 Nov 2018 16:10:47 GMT']",0,['https://wellness.dixie.edu'],1
Utah State University,https://health.usu.edu,2,"['https://health.usu.edu/health_center/womens-health-and-appointment-preparation', 'https://health.usu.edu/health-insurance-information']",1420,36.85,13.59,19,1,0,0,0,0,1,1,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0.029,0.579,0.185,"[-1, -1]",1,"['https://health.usu.edu', 'https://health.usu.edu/health-insurance-information.php']",1
