University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Missouri Southern State University,https://www.mssu.edu/student-affairs/willcoxon-health-center,1,['https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php'],672,68.42,7.59,2,1,1,0.026,0.512,0.204,[-1],1,"['https://www.mssu.edu/student-affairs/willcoxon-health-center', 'https://www.mssu.edu/student-affairs/willcoxon-health-center/frequently-asked-questions.php']",1
Missouri Western State University,https://www.missouriwestern.edu/student-services/health-center,,,,,,,,,,,,,,,0
University of Missouri Columbia,https://studenthealth.missouri.edu,,,,,,,,,,,,,,,0
University of Missouri Kansas City,https://www.umkc.edu/studenthealth,2,['https://www.umkc.edu/studenthealth/services-and-info/mens-health.html'],528,66.11,7.32,2,1,1,0.021,0.518,0.183,"['Wed, 12 Aug 2020 21:10:02 GMT', 'Wed, 12 Aug 2020 21:10:13 GMT']",2,"['https://www.umkc.edu/studenthealth', 'https://www.umkc.edu/studenthealth/services-and-info/index.html', 'https://www.umkc.edu/studenthealth/services-and-info/mens-health.html']",1
Missouri University of Science and Technology,https://studenthealth.mst.edu,1,['https://studenthealth.mst.edu/ourservices/stitesting/'],536,79.02,5.45,2,1,1,0.025,0.627,0.136,"['Wed, 16 Sep 2020 10:30:45 GMT']",1,"['https://studenthealth.mst.edu', 'https://studenthealth.mst.edu/ourservices/stitesting/']",1
University of Missouri St Louis,http://www.umsl.edu/hcdas/health,,,,,,,,,,,,,,,0
Truman State University,https://studenthealth.truman.edu,,,,,,,,,,,,,,,0
Northwest Missouri State University,https://www.nwmissouri.edu/wellness,,,,,,,,,,,,,,,0
Southeast Missouri State University,https://semo.edu/healthclinic,1,['https://semo.edu/healthclinic/services/women.html'],1149,60.06,7.37,2,1,1,0.026,0.622,0.171,[-1],1,"['https://semo.edu/healthclinic', 'https://semo.edu/healthclinic/services/women.html']",1
Missouri State University Springfield,https://health.missouristate.edu,2,"['https://health.missouristate.edu/students/resources.htm', 'https://health.missouristate.edu/ask-a-student-wellness-question.htm']",2639,73.38,5.96,6,4,2,0.043,0.52,0.07,"['Thu, 20 Aug 2020 04:51:56 GMT', 'Thu, 20 Aug 2020 04:51:19 GMT']",2,"['https://health.missouristate.edu', 'https://health.missouristate.edu/StudentWellness.htm', 'https://health.missouristate.edu/ask-a-student-wellness-question.htm']",1
Montana State University Billings,https://www.msubillings.edu/studenthealth,2,"['https://www.msubillings.edu/studenthealth/wellness/shealth.htm', 'https://www.msubillings.edu/studenthealth/heroes/tgit.htm']",866,82.27,4.29,9,6,3,0.086,0.446,0.142,"[-1, -1]",2,"['https://www.msubillings.edu/studenthealth', 'https://www.msubillings.edu/studenthealth/heroes/index.htm', 'https://www.msubillings.edu/studenthealth/heroes/tgit.htm']",1
Montana Tech of the University of Montana,https://www.mtech.edu/student-services,,,,,,,,,,,,,,,0
Montana State University,https://www.montana.edu/health,1,['https://www.montana.edu/health/medicalservices/travelclinic/zika.html'],874,74.75,5.92,2,1,1,0.022,0.392,0.26,[-1],3,"['https://www.montana.edu/health', 'https://www.montana.edu/health/medical.html', 'https://www.montana.edu/health/medicalservices/travelclinic/index.html', 'https://www.montana.edu/health/medicalservices/travelclinic/zika.html']",1
The University of Montana,http://www.umt.edu/curry-health-center,10,"['https://www.umt.edu/curry-health-center/wellness/Condoms.php', 'https://www.umt.edu/curry-health-center/wellness/condoms-request-form/default.php', 'https://www.umt.edu/curry-health-center/wellness/Outreach-Peer_Education.php', 'http://www.umt.edu/curry-health-center/wellness/', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_9-1--AccessibleVersion.php', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_12-1--AccessibleVersion.php', 'http://www.umt.edu/curry-health-center/wellness/Health-Nut/HealthNutIssues-Accessible/2013_2-1--AccessibleVersion1.php', 'http://www.umt.edu/curry-health-center/wellness/Stress%20Busting%20Kits.php', 'https://www.umt.edu/curry-health-center/wellness/communications/default.php', 'https://www.umt.edu/curry-health-center/wellness/be-well-at-home.php']",8597,81.96,5.07,74,52,22,0.123,0.538,0.185,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['http://www.umt.edu/curry-health-center', 'http://www.umt.edu/curry-health-center/wellness/be-well-at-home.php']",1
The University of Montana Western,https://w.umwestern.edu/info/student-wellness,,,,,,,,,,,,,,,0
Chadron State College,https://www.csc.edu/healthserv,,,,,,,,,,,,,,,0
University of Nebraska at Kearney,https://www.unk.edu/offices/counseling_healthcare/health-care,,,,,,,,,,,,,,,0
University of Nebraska at Omaha,https://www.unomaha.edu/student-life/wellness/health-services,,,,,,,,,,,,,,,0
University of Nebraska Lincoln,https://health.unl.edu,8,"['https://health.unl.edu/gynecological-services', 'https://health.unl.edu/lgbt', 'https://health.unl.edu/iud', 'https://health.unl.edu/nexplanon', 'http://health.unl.edu/forms/Confidential%20Medical%20History%20Form%2008-16%20version%202%20copy.pdf', 'https://health.unl.edu/frequently-asked-questions']",13853,72.1,6.76,14,7,7,0.037,0.605,0.066,"['Wed, 16 Sep 2020 17:32:51 GMT', 'Wed, 16 Sep 2020 17:32:52 GMT', 'Wed, 16 Sep 2020 17:32:53 GMT', 'Wed, 16 Sep 2020 17:32:53 GMT', 'Wed, 04 Dec 2019 21:47:33 GMT', -1, 'Fri, 10 May 2019 20:38:49 GMT', 'Wed, 16 Sep 2020 17:32:55 GMT']",1,"['https://health.unl.edu', 'https://health.unl.edu/frequently-asked-questions']",1
Peru State College,https://www.peru.edu/healthcenter,,,,,,,,,,,,,,,0
Wayne State College,https://www.wsc.edu/info/20020/student_health_and_counseling/80/student_health_services,,,,,,,,,,,,,,,0
University of Nevada Las Vegas,https://www.unlv.edu/studentwellness/health-center,,,,,,,,,,,,,,,0
University of Nevada Reno,https://med.unr.edu/student-health-center,1,['https://med.unr.edu/student-health-center/education-and-promotion-program/health-education'],5225,56.6,9.89,6,4,2,0.039,0.533,0.174,[-1],1,"['https://med.unr.edu/student-health-center', 'https://med.unr.edu/student-health-center/education-and-promotion-program/health-education']",1
University of New Hampshire Main Campus,https://www.unh.edu/health,10,"['https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/PDF/wellness-calendar-october-2018.pdf', 'https://www.unh.edu/health/services/outreach-education-programs', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness', 'https://www.unh.edu/health/sites/default/files/media/2020-02/VulvoVaginalCare.pdf', 'https://www.unh.edu/health/sites/default/files/media/2020-07/wellness-calendar-october-2019.pdf']",5509,71.4,6.95,29,16,13,0.1,0.461,0.286,"[-1, -1, -1, -1, -1, 'Tue, 25 Feb 2020 21:47:33 GMT', 'Tue, 25 Feb 2020 21:50:01 GMT', -1, 'Sun, 19 Jul 2020 03:11:02 GMT', 'Fri, 21 Feb 2020 20:31:42 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness']",1
Keene State College,https://www.keene.edu/office/chw,1,['https://www.keene.edu/office/chw/services/'],399,78.87,4.86,2,1,1,0.028,0.628,0.123,[-1],1,"['https://www.keene.edu/office/chw', 'https://www.keene.edu/office/chw/services/']",1
University of New Hampshire at Manchester,https://www.unh.edu/health,10,"['https://www.unh.edu/health/services/medical-services/sexual-well-being', 'https://www.unh.edu/health/sites/default/files/media/PDF/wellness-calendar-october-2018.pdf', 'https://www.unh.edu/health/services/outreach-education-programs', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness', 'https://www.unh.edu/health/sites/default/files/media/2020-02/VulvoVaginalCare.pdf', 'https://www.unh.edu/health/sites/default/files/media/2020-07/wellness-calendar-october-2019.pdf']",5509,71.4,6.95,29,16,13,0.1,0.461,0.286,"[-1, -1, -1, -1, -1, 'Tue, 25 Feb 2020 21:47:33 GMT', 'Tue, 25 Feb 2020 21:50:01 GMT', -1, 'Sun, 19 Jul 2020 03:11:02 GMT', 'Fri, 21 Feb 2020 20:31:42 GMT']",1,"['https://www.unh.edu/health', 'https://www.unh.edu/health/wellnessself-care/wellness-wheel/physical-wellness']",1
Plymouth State University,https://campus.plymouth.edu/health,2,['https://campus.plymouth.edu/health/self-care/yeast-infections/'],947,83.82,4.25,2,1,1,0.025,0.437,0.11,"[-1, 'Mon, 31 Jul 2017 17:47:33 GMT']",1,"['https://campus.plymouth.edu/health', 'https://campus.plymouth.edu/health/self-care/yeast-infections/']",1
Rowan University,https://sites.rowan.edu/wellness/health,1,['https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html'],664,65.65,9.65,6,3,3,0.034,0.489,0.129,"['Mon, 14 Sep 2020 12:04:29 GMT']",1,"['https://sites.rowan.edu/wellness/health', 'https://sites.rowan.edu/wellness/health/appointments/sexual-reproductive-health.html']",1
New Jersey City University,https://www.njcu.edu/student-life/campus-services-resources/health-wellness-center,,,,,,,,,,,,,,,0
Kean University,https://www.kean.edu/offices/student-health-services,,,,,,,,,,,,,,,0
Montclair State University,https://www.montclair.edu/university-health-center,1,['https://www.montclair.edu/university-health-center/frequently-asked-questions/'],3229,78.29,5.91,24,16,8,0.108,0.573,0.126,[-1],1,"['https://www.montclair.edu/university-health-center', 'https://www.montclair.edu/university-health-center/frequently-asked-questions/']",1
New Jersey Institute of Technology,https://www.njit.edu/healthservices,1,['https://www.njit.edu/healthservices/health-information-topics'],793,84.96,3.72,2,1,1,0.028,0.527,0.294,"['Wed, 16 Sep 2020 12:47:22 GMT']",2,"['https://www.njit.edu/healthservices', 'https://www.njit.edu/healthservices/student-health-packet', 'https://www.njit.edu/healthservices/health-information-topics']",1
Ramapo College of New Jersey,https://www.ramapo.edu/health,8,"['https://www.ramapo.edu/health/self-care/section-iii/sexual-health/', 'https://www.ramapo.edu/health/self-care/section-iii/birth/', 'https://www.ramapo.edu/health/self-care/section-i/stds-hiv/', 'https://www.ramapo.edu/health/womens-clinic/', 'https://www.ramapo.edu/health/files/2013/07/Emergency-Contraception-Web-Page-Info-011312.pdf', 'https://www.ramapo.edu/health/self-care/section-i/vaginal-problems/', 'https://www.ramapo.edu/health/self-care/section-ii/tests/']",11417,77.51,6.05,43,24,19,0.085,0.548,0.08,"[-1, -1, -1, -1, -1, 'Thu, 18 Jul 2013 16:44:56 GMT', -1, -1]",1,"['https://www.ramapo.edu/health', 'https://www.ramapo.edu/health/womens-clinic/']",1
Rutgers University Camden,https://wellnesscenter.camden.rutgers.edu,1,['https://wellnesscenter.camden.rutgers.edu/costs'],610,92.12,2.57,2,1,1,0.039,0.524,-0.21,[-1],1,"['https://wellnesscenter.camden.rutgers.edu', 'https://wellnesscenter.camden.rutgers.edu/costs']",1
Rutgers University New Brunswick,http://health.rutgers.edu,10,"['http://health.rutgers.edu/education/medical-information/birth-control/', 'http://health.rutgers.edu/education/medical-information/medicine-cabinet/', 'http://health.rutgers.edu/education/medical-information/trichomoniasis/', 'http://health.rutgers.edu/education/medical-information/syphilis/', 'http://health.rutgers.edu/education/medical-information/chlamydia/', 'http://health.rutgers.edu/education/medical-information/hepatitis/', 'http://health.rutgers.edu/education/medical-information/gonorrhea/', 'http://health.rutgers.edu/education/medical-information/hiv-aids/', 'http://health.rutgers.edu/education/medical-information/hpv/']",7050,64.76,7.61,21,12,9,0.052,0.436,0.143,"[-1, 'Tue, 20 Aug 2013 15:11:24 GMT', -1, -1, -1, -1, -1, -1, -1, -1]",2,"['http://health.rutgers.edu', 'http://health.rutgers.edu/education/medical-information/', 'http://health.rutgers.edu/education/medical-information/hepatitis/']",1
Rutgers University Newark,https://studentaffairs.newark.rutgers.edu/health-wellness,1,['https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services/medical-care'],1724,72.92,7.5,5,3,2,0.04,0.385,0.244,"['Wed, 16 Sep 2020 16:26:38 GMT']",2,"['https://studentaffairs.newark.rutgers.edu/health-wellness', 'https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services', 'https://studentaffairs.newark.rutgers.edu/health-wellness/student-health-services/medical-care']",1
Stockton University,https://stockton.edu/wellness-center/health-services,1,['https://stockton.edu/wellness-center/health-services/sharp.html'],292,69.51,5.91,2,1,1,0.023,0.646,0.134,[-1],1,"['https://stockton.edu/wellness-center/health-services', 'https://stockton.edu/wellness-center/health-services/sharp.html']",1
The College of New Jersey,https://health.tcnj.edu,,,,,,,,,,,,,,,0
William Paterson University of New Jersey,https://www.wpunj.edu/health-wellness,2,['https://www.wpunj.edu/health-wellness/resources/'],12075,58.21,8.48,2,1,1,0.024,0.482,0.192,"[-1, 'Thu, 10 Oct 2019 19:51:00 +0000']",1,"['https://www.wpunj.edu/health-wellness', 'https://www.wpunj.edu/health-wellness/resources']",1
Eastern New Mexico University Main Campus,https://www.enmu.edu/greyhound-life/health-services-counseling-services/health-services,,,,,,,,,,,,,,,0
New Mexico Highlands University,https://www.nmhu.edu/student-health-center,,,,,,,,,,,,,,,0
New Mexico Institute of Mining and Technology,https://www.nmt.edu/studenthealth,2,"['https://www.nmt.edu/studenthealth/faq.php', 'https://www.nmt.edu/studenthealth/']",1989,81.79,4.08,4,2,2,0.042,0.673,0.06,"[-1, -1]",0,['https://www.nmt.edu/studenthealth'],1
University of New Mexico Main Campus,http://shac.unm.edu,10,"['https://shac.unm.edu/wellness/health-promotion/condom-mint.html', 'https://shac.unm.edu/news/2019/05/condom-mint-celebration-2019.html', 'https://shac.unm.edu/news/2019/index.html', 'https://shac.unm.edu/news/2019/05/index.html', 'https://shac.unm.edu/shac-a-z.html', 'https://shac.unm.edu/wellness/health-promotion/index.html', 'https://shac.unm.edu/resources/shac-forms/outreach-request-form.html', 'http://shac.unm.edu/wellness/health-promotion/podcast.html', 'https://shac.unm.edu/about/staff/jessica-sanchez.html']",4442,26.48,16.92,64,49,15,0.153,0.65,0.092,"['Thu, 03 Sep 2020 20:16:00 GMT', 'Wed, 16 Sep 2020 17:19:18 GMT', 'Thu, 20 Aug 2020 21:41:31 GMT', 'Wed, 16 Sep 2020 17:18:43 GMT', 'Wed, 16 Sep 2020 17:19:13 GMT', 'Thu, 20 Aug 2020 21:55:43 GMT', 'Thu, 20 Aug 2020 21:41:36 GMT', 'Thu, 20 Aug 2020 21:40:56 GMT', 'Thu, 20 Aug 2020 21:49:01 GMT', 'Thu, 20 Aug 2020 21:38:52 GMT']",1,"['http://shac.unm.edu', 'http://shac.unm.edu/wellness/health-promotion/index.html']",1
New Mexico State University Main Campus,https://wellness.nmsu.edu,,,,,,,,,,,,,,,0
Northern New Mexico College,https://nnmc.edu/home/student-gateway/campus-life/student-health,1,['https://nnmc.edu/home/student-gateway/campus-life/student-health/'],1427,76.46,5.56,2,1,1,0.025,0.533,0.133,[-1],0,['https://nnmc.edu/home/student-gateway/campus-life/student-health'],1
Western New Mexico University,https://health.wnmu.edu/?lang=en#gsc.tab=0,,,,,,,,,,,,,,,0
CUNY Bernard M Baruch College,https://studentaffairs.baruch.cuny.edu/health,2,"['https://studentaffairs.baruch.cuny.edu/health/topics/std/', 'https://studentaffairs.baruch.cuny.edu/health/topics/hiv/']",5650,83.36,5.15,100,77,23,0.124,0.525,0.178,"[-1, -1]",2,"['https://studentaffairs.baruch.cuny.edu/health', 'https://studentaffairs.baruch.cuny.edu/health/topics/', 'https://studentaffairs.baruch.cuny.edu/health/topics/hiv/']",1
CUNY Brooklyn College,http://www.brooklyn.cuny.edu/web/about/offices/studentaffairs/health-wellness/healthclinic.php?utm_source=Website&utm_medium=StudentAffairs&utm_campaign=HealthClinicRedirect,,,,,,,,,,,,,,,0
College of Staten Island CUNY,https://www.csi.cuny.edu/campus-life/student-services/health-and-wellness-services,,,,,,,,,,,,,,,0
CUNY City College,https://www.ccny.cuny.edu/shs,,,,,,,,,,,,,,,0
CUNY Graduate School and University Center,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,0
CUNY Hunter College,https://ww2.hunter.cuny.edu/students/student-life/wellness-health-and-safety/health-services,,,,,,,,,,,,,,,0
CUNY John Jay College of Criminal Justice,https://www.jjay.cuny.edu/wellness-health-services,,,,,,,,,,,,,,,0
CUNY Lehman College,https://www.lehman.edu/student-health-center,2,['https://www.lehman.edu/student-health-center/women-health-services.php'],1027,88.59,3.37,14,7,7,0.139,0.607,0.009,-1,1,"['https://www.lehman.edu/student-health-center', 'https://www.lehman.edu/student-health-center/women-health-services.php']",1
CUNY Medgar Evers College,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,0
CUNY New York City College of Technology,https://www.cuny.edu/current-students/student-affairs/student-services/health-services/campus-health-services,,,,,,,,,,,,,,,0
CUNY Queens College,https://www.qc.cuny.edu/StudentLife/services/health/Pages,,,,,,,,,,,,,,,0
CUNY York College,https://www.york.cuny.edu/student-development/health,,,,,,,,,,,,,,,0
Fashion Institute of Technology,http://www.fitnyc.edu/health-services,3,"['http://www.fitnyc.edu/health-services/services/index.php', 'http://www.fitnyc.edu/health-services/health-education.php', 'http://www.fitnyc.edu/health-services/services/hiv-testing.php']",2220,79.82,5.04,4,3,1,0.039,0.457,0.101,"[-1, -1, -1]",1,"['http://www.fitnyc.edu/health-services', 'http://www.fitnyc.edu/health-services/services/index.php']",1
SUNY College of Technology at Alfred,https://www.alfredstate.edu/student-life/health-and-wellness-services,,,,,,,,,,,,,,,0
SUNY College of Technology at Canton,https://www.canton.edu/health_center,,,,,,,,,,,,,,,0
SUNY College of Technology at Delhi,https://system.suny.edu/university-life/counseling,,,,,,,,,,,,,,,0
SUNY College of Agriculture and Technology at Cobleskill,https://www.cobleskill.edu/campus-life/wellness-center,8,"['https://www.cobleskill.edu/campus-life/wellness-center/pleasure-package-faq.aspx', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/March2018.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/New%20April%202017%20Issue%201.pdf', 'https://www.cobleskill.edu/campus-life/wellness-center/can-chronicle/March%202016%20-%201.pdf']",739,91.73,2.6,6,3,3,0.061,0.686,0.144,"[-1, 'Thu, 21 Mar 2019 19:10:30 GMT', 'Wed, 06 Mar 2019 22:17:58 GMT', 'Wed, 06 Mar 2019 21:33:41 GMT', 'Wed, 06 Mar 2019 21:33:21 GMT', 'Wed, 06 Mar 2019 21:33:43 GMT', 'Wed, 06 Mar 2019 21:33:17 GMT', 'Mon, 23 Sep 2019 15:25:03 GMT']",2,"['https://www.cobleskill.edu/campus-life/wellness-center', 'https://www.cobleskill.edu/campus-life/wellness-center/pleasure-package.aspx', 'https://www.cobleskill.edu/campus-life/wellness-center/pleasure-package-faq.aspx']",1
Farmingdale State College,https://www.farmingdale.edu/health-wellness-center,,,,,,,,,,,,,,,0
Morrisville State College,https://www.morrisville.edu/life-on-campus/health-center,,,,,,,,,,,,,,,0
SUNY at Albany,https://www.albany.edu/health_center,2,['https://www.albany.edu/health_center/hepatitis.shtml'],1715,73.82,7.24,9,5,4,0.05,0.518,0.214,"['Thu, 13 Aug 2015 17:06:44 GMT', -1]",2,"['https://www.albany.edu/health_center', 'https://www.albany.edu/health_center/hcpolicies.shtml', 'https://www.albany.edu/health_center/FAQ%20MED%20WITHDRAWALS.doc']",1
Binghamton University,https://www.binghamton.edu/health,2,"['https://www.binghamton.edu/health/services/index.html', 'https://www.binghamton.edu/health/travel-planning.html']",1104,83.95,4.08,4,2,2,0.041,0.654,0.154,"[-1, -1]",1,"['https://www.binghamton.edu/health', 'mailto:?subject=Decker%20Student%20Health%20Services%20Center%20%7C%20Binghamton%20University&body=https://www.binghamton.edu/health/index.html']",1
University at Buffalo,https://www.buffalo.edu/studentlife/who-we-are/departments,1,['https://www.buffalo.edu/studentlife/who-we-are/departments/health.html'],1414,40.74,16.72,2,1,1,0.026,0.709,0.163,"['Wed, 16 Sep 2020 18:00:11 GMT']",1,"['https://www.buffalo.edu/studentlife/who-we-are/departments', 'https://www.buffalo.edu/studentlife/who-we-are/departments/health.html']",1
Stony Brook University,https://www.stonybrook.edu/commcms/studentaffairs/shs,3,"['https://www.stonybrook.edu/commcms/studentaffairs/shs/about/shac.php', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/pharmacy.php']",1465,71.37,5.86,4,3,1,0.048,0.487,0.25,"[-1, -1, 'Tue, 27 May 2008 16:10:30 GMT']",1,"['https://www.stonybrook.edu/commcms/studentaffairs/shs', 'https://www.stonybrook.edu/commcms/studentaffairs/shs/services/pharmacy.php']",1
SUNY College of Environmental Science and Forestry,https://www.esf.edu/health,,,,,,,,,,,,,,,0
SUNY Polytechnic Institute,https://sunypoly.edu/student-life/student-resources,3,"['https://sunypoly.edu/student-life/student-resources/wellness-center/health-promotion', 'https://sunypoly.edu/student-life/student-resources/wellness-center/medical-services', 'https://sunypoly.edu/student-life/student-resources/wellness-center/faqs']",3649,59.61,8.57,6,3,3,0.03,0.625,0.098,"[-1, -1, -1]",2,"['https://sunypoly.edu/student-life/student-resources', 'https://sunypoly.edu/student-life/student-resources/wellness-center/counseling-services', 'https://sunypoly.edu/student-life/student-resources/wellness-center/health-promotion']",1
SUNY College at Brockport,https://www.brockport.edu/life/health_center,1,['https://www.brockport.edu/life/health_center/services'],1001,87.71,3.9,2,1,1,0.026,0.552,0.061,[-1],1,"['https://www.brockport.edu/life/health_center', 'https://www.brockport.edu/life/health_center/services']",1
SUNY Buffalo State,https://weigel.buffalostate.edu,6,"['https://weigel.buffalostate.edu/events/condom-boot-camp-planned-parenthood', 'http://weigel.buffalostate.edu/sites/weigel.buffalostate.edu/files/uploads/The%20Promotional_Newsletter_Feb%202016.pdf', 'http://weigel.buffalostate.edu/sites/weigel.buffalostate.edu/files/uploads/The%20Promotional_Newsletter_Dec%202015.pdf', 'https://weigel.buffalostate.edu/events/all']",8922,83.31,4.37,7,6,1,0.091,0.532,0.166,"['Wed, 16 Sep 2020 12:47:55 GMT', -1, -1, -1, -1, 'Wed, 16 Sep 2020 12:47:56 GMT']",3,"['https://weigel.buffalostate.edu', 'https://weigel.buffalostate.edu/homepage?mini=2020-08', 'https://weigel.buffalostate.edu/events/2020-08-13', 'https://weigel.buffalostate.edu/events/all']",1
SUNY Cortland,https://www2.cortland.edu/offices/student-health-service,,,,,,,,,,,,,,,0
SUNY at Fredonia,https://www.fredonia.edu/student-life/health-center,7,"['https://www.fredonia.edu/student-life/health-center/2007april-std', 'https://www.fredonia.edu/student-life/health-center/2007december-aids', 'https://www.fredonia.edu/student-life/health-center/2010novembersexualhealth', 'https://www.fredonia.edu/student-life/health-center/2009decemberaids', 'https://www.fredonia.edu/student-life/health-center/2007november-infectiousdisease', 'https://www.fredonia.edu/student-life/health-center/2010decemberaids', 'https://www.fredonia.edu/student-life/health-center/2009octoberhealthandsafety']",15818,79.13,5.75,23,13,10,0.053,0.453,0.154,"['Wed, 16 Sep 2020 11:50:11 GMT', 'Wed, 16 Sep 2020 12:47:57 GMT', 'Wed, 16 Sep 2020 12:18:23 GMT', 'Wed, 16 Sep 2020 12:47:59 GMT', 'Wed, 16 Sep 2020 10:51:02 GMT', 'Wed, 16 Sep 2020 12:48:00 GMT', 'Wed, 16 Sep 2020 12:48:01 GMT']",-1,[],1
SUNY College at Geneseo,https://www.geneseo.edu/health,10,"['https://www.geneseo.edu/health/contraceptive_options', 'https://www.geneseo.edu/health/pre-exposure-prophyslaxis-prep', 'https://www.geneseo.edu/health/sexualhealth_college', 'https://www.geneseo.edu/health/hs_services', 'https://www.geneseo.edu/health/sti', 'https://www.geneseo.edu/health/healthy-geneseo', 'https://www.geneseo.edu/health/mens_health', 'https://www.geneseo.edu/health/other_sexual_health', 'https://www.geneseo.edu/health/first_gyno_exam', 'https://www.geneseo.edu/health/hot_topics']",20970,75.02,6.31,168,115,53,0.15,0.547,0.133,"['Tue, 15 Sep 2020 20:27:32 GMT', 'Wed, 16 Sep 2020 18:21:34 GMT', 'Tue, 15 Sep 2020 21:18:08 GMT', 'Wed, 16 Sep 2020 14:35:06 GMT', 'Tue, 15 Sep 2020 20:56:50 GMT', 'Wed, 16 Sep 2020 16:01:43 GMT', 'Wed, 16 Sep 2020 02:35:34 GMT', 'Tue, 15 Sep 2020 21:18:07 GMT', 'Tue, 15 Sep 2020 20:42:36 GMT', 'Tue, 15 Sep 2020 21:07:57 GMT']",1,"['https://www.geneseo.edu/health', 'https://www.geneseo.edu/health/other_sexual_health']",1
State University of New York at New Paltz,https://www.newpaltz.edu/healthcenter,,,,,,,,,,,,,,,0
SUNY Oneonta,https://suny.oneonta.edu/health-wellness-center,1,['https://suny.oneonta.edu/health-wellness-center/services-and-fees/sti-testing'],1035,73.51,6.71,2,1,1,0.02,0.456,0.27,"['Wed, 16 Sep 2020 18:22:01 GMT']",2,"['https://suny.oneonta.edu/health-wellness-center', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees', 'https://suny.oneonta.edu/health-wellness-center/services-and-fees/sti-testing']",1
SUNY College at Oswego,https://www.oswego.edu/walker-health-center,2,"['https://www.oswego.edu/walker-health-center/our-services-and-eligibility-information', 'https://www.oswego.edu/walker-health-center/gyt']",1815,74.77,5.83,4,2,2,0.027,0.588,0.2,"['Wed, 16 Sep 2020 18:22:51 GMT', 'Wed, 16 Sep 2020 18:22:51 GMT']",1,"['https://www.oswego.edu/walker-health-center', 'https://www.oswego.edu/walker-health-center/our-services-and-eligibility-information']",1
SUNY College at Potsdam,https://www.potsdam.edu/studentlife/wellness/healthservices,1,['https://www.potsdam.edu/studentlife/wellness/healthservices/services/pharmacy-fee'],409,76.07,5.97,2,1,1,0.033,0.341,0.156,"['Wed, 16 Sep 2020 18:02:16 GMT']",2,"['https://www.potsdam.edu/studentlife/wellness/healthservices', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services', 'https://www.potsdam.edu/studentlife/wellness/healthservices/services/pharmacy-fee']",1
SUNY at Purchase College,https://www.purchase.edu/offices/health-services,,,,,,,,,,,,,,,0
SUNY College at Old Westbury,https://www.oldwestbury.edu/life/student-health,,,,,,,,,,,,,,,0
SUNY College at Plattsburgh,https://www.plattsburgh.edu/plattslife/health-safety/health-counseling-center,,,,,,,,,,,,,,,0
SUNY Empire State College,https://www.esc.edu/student-affairs/student-life/health-wellness,,,,,,,,,,,,,,,0
SUNY Maritime College,https://www.sunymaritime.edu/student-life/health-services,,,,,,,,,,,,,,,0
Appalachian State University,https://healthservices.appstate.edu,10,"['https://healthservices.appstate.edu/pagesmith/165', 'https://healthservices.appstate.edu/pagesmith/170', 'https://healthservices.appstate.edu/pagesmith/167', 'https://healthservices.appstate.edu/health-service-fees', 'https://healthservices.appstate.edu/pagesmith/166', 'https://healthservices.appstate.edu/files/filecabinet/folder19/Traveler_Information___Sexually_Transmitted_Infections.pdf', 'https://healthservices.appstate.edu/safer-sex', 'https://healthservices.appstate.edu/pagesmith/168']",7019,76.02,6.11,259,165,94,0.212,0.503,0.207,"[-1, -1, -1, -1, 'Fri, 05 Jun 2015 20:16:10 GMT', -1, -1, 'Thu, 04 Jun 2015 19:43:47 GMT', -1, -1]",2,"['https://healthservices.appstate.edu', 'https://healthservices.appstate.edu/pagesmith/229', 'https://healthservices.appstate.edu/pagesmith/167']",1
